"ocun_ensembl_gid","ocun_feature_length"
"ENSOCUG00000016879",1575
"ENSOCUG00000016881",907
"ENSOCUG00000016883",4005
"ENSOCUG00000016884",2606
"ENSOCUG00000016886",498
"ENSOCUG00000016887",777
"ENSOCUG00000016888",6990
"ENSOCUG00000016890",1466
"ENSOCUG00000016891",3030
"ENSOCUG00000016892",2954
"ENSOCUG00000016895",811.5
"ENSOCUG00000016897",1688
"ENSOCUG00000016898",6866
"ENSOCUG00000016899",732
"ENSOCUG00000016902",2991
"ENSOCUG00000016904",4590
"ENSOCUG00000016906",5355
"ENSOCUG00000016907",1972
"ENSOCUG00000016908",2508
"ENSOCUG00000016909",1693
"ENSOCUG00000016910",1308
"ENSOCUG00000016911",3651
"ENSOCUG00000016912",1590
"ENSOCUG00000016914",4436
"ENSOCUG00000016916",2473
"ENSOCUG00000016918",3275
"ENSOCUG00000016919",2203
"ENSOCUG00000016920",2892
"ENSOCUG00000016921",6082
"ENSOCUG00000016922",939
"ENSOCUG00000016923",5175
"ENSOCUG00000016924",1069
"ENSOCUG00000016925",5662
"ENSOCUG00000016927",702
"ENSOCUG00000016929",8160
"ENSOCUG00000016930",2606
"ENSOCUG00000016931",3760
"ENSOCUG00000016932",2280
"ENSOCUG00000016933",2476
"ENSOCUG00000016936",5167
"ENSOCUG00000016937",1515
"ENSOCUG00000016938",1637
"ENSOCUG00000016940",2232
"ENSOCUG00000016941",3543
"ENSOCUG00000016942",4103
"ENSOCUG00000016943",375
"ENSOCUG00000016944",6426
"ENSOCUG00000016945",6221
"ENSOCUG00000016946",777
"ENSOCUG00000016947",609
"ENSOCUG00000016948",5564
"ENSOCUG00000016949",1758
"ENSOCUG00000016950",1026
"ENSOCUG00000016953",1917
"ENSOCUG00000016954",6776
"ENSOCUG00000016955",1446
"ENSOCUG00000016956",754
"ENSOCUG00000016957",6954
"ENSOCUG00000016958",4984
"ENSOCUG00000016959",7059
"ENSOCUG00000016960",381
"ENSOCUG00000016961",735
"ENSOCUG00000016963",5802
"ENSOCUG00000016964",587
"ENSOCUG00000016965",3180
"ENSOCUG00000016966",9765
"ENSOCUG00000016969",5576
"ENSOCUG00000016970",13100
"ENSOCUG00000016975",1079
"ENSOCUG00000016976",3085
"ENSOCUG00000016978",2469
"ENSOCUG00000016979",501
"ENSOCUG00000016980",2724
"ENSOCUG00000016981",369
"ENSOCUG00000016982",3809
"ENSOCUG00000016983",5697
"ENSOCUG00000016984",3379
"ENSOCUG00000016985",1575
"ENSOCUG00000016986",1279
"ENSOCUG00000016987",630
"ENSOCUG00000016989",6787
"ENSOCUG00000016992",5965
"ENSOCUG00000016993",1891
"ENSOCUG00000016994",2856
"ENSOCUG00000016995",696
"ENSOCUG00000016996",2380
"ENSOCUG00000016997",3906
"ENSOCUG00000016998",1213
"ENSOCUG00000016999",2166
"ENSOCUG00000017000",621
"ENSOCUG00000017001",2976
"ENSOCUG00000017002",2957
"ENSOCUG00000017003",1080
"ENSOCUG00000017004",5667
"ENSOCUG00000017008",1313
"ENSOCUG00000017009",2474
"ENSOCUG00000017011",1519.5
"ENSOCUG00000017012",2925
"ENSOCUG00000017013",794
"ENSOCUG00000017014",690
"ENSOCUG00000017015",3156
"ENSOCUG00000017016",4418
"ENSOCUG00000017017",1366
"ENSOCUG00000017018",609
"ENSOCUG00000017019",5224
"ENSOCUG00000017020",946
"ENSOCUG00000017021",2542.5
"ENSOCUG00000017023",3573
"ENSOCUG00000017024",1137
"ENSOCUG00000017025",3828
"ENSOCUG00000017026",3282
"ENSOCUG00000017027",939
"ENSOCUG00000017028",480
"ENSOCUG00000017029",1592
"ENSOCUG00000017030",1046
"ENSOCUG00000017031",4919
"ENSOCUG00000017032",222
"ENSOCUG00000017033",5415
"ENSOCUG00000017034",9821
"ENSOCUG00000017035",1098
"ENSOCUG00000017036",453
"ENSOCUG00000017038",436
"ENSOCUG00000017039",1131
"ENSOCUG00000017040",743
"ENSOCUG00000017041",1380
"ENSOCUG00000017042",1476
"ENSOCUG00000017043",3117
"ENSOCUG00000017048",387
"ENSOCUG00000017049",1064
"ENSOCUG00000017050",1383
"ENSOCUG00000017051",1514
"ENSOCUG00000017052",6514
"ENSOCUG00000017054",2113
"ENSOCUG00000017055",1119
"ENSOCUG00000017056",2949
"ENSOCUG00000017057",2009
"ENSOCUG00000017058",1760
"ENSOCUG00000017059",1782
"ENSOCUG00000017060",4154
"ENSOCUG00000017062",319
"ENSOCUG00000017064",1763
"ENSOCUG00000017066",435
"ENSOCUG00000017068",4281
"ENSOCUG00000017069",2122
"ENSOCUG00000017070",1098
"ENSOCUG00000017072",2112
"ENSOCUG00000017073",1227
"ENSOCUG00000017075",912
"ENSOCUG00000017076",1645.5
"ENSOCUG00000017078",1852
"ENSOCUG00000017079",2598
"ENSOCUG00000017081",5503
"ENSOCUG00000017082",2151
"ENSOCUG00000017083",1057
"ENSOCUG00000017084",5851
"ENSOCUG00000017085",837
"ENSOCUG00000017086",3958
"ENSOCUG00000017089",3796
"ENSOCUG00000017090",1791
"ENSOCUG00000017091",4896
"ENSOCUG00000017093",11656
"ENSOCUG00000017094",2998
"ENSOCUG00000017095",330
"ENSOCUG00000017096",1611
"ENSOCUG00000017097",855
"ENSOCUG00000017098",3105
"ENSOCUG00000017101",2458
"ENSOCUG00000017102",2074
"ENSOCUG00000017103",1530
"ENSOCUG00000017104",2536
"ENSOCUG00000017105",5422
"ENSOCUG00000017106",2649
"ENSOCUG00000017107",702
"ENSOCUG00000017108",4319
"ENSOCUG00000017109",6588
"ENSOCUG00000017110",624
"ENSOCUG00000017111",4495
"ENSOCUG00000017112",3509
"ENSOCUG00000017113",1375
"ENSOCUG00000017116",561
"ENSOCUG00000017117",853
"ENSOCUG00000017118",4518
"ENSOCUG00000017120",5844
"ENSOCUG00000017123",2252
"ENSOCUG00000017124",4195
"ENSOCUG00000017125",1248
"ENSOCUG00000017126",6617
"ENSOCUG00000017128",420
"ENSOCUG00000017130",1294
"ENSOCUG00000017131",2212
"ENSOCUG00000017132",4374
"ENSOCUG00000017133",4321
"ENSOCUG00000017134",1919
"ENSOCUG00000017135",1887
"ENSOCUG00000017136",3531
"ENSOCUG00000017137",3785
"ENSOCUG00000017139",918
"ENSOCUG00000017140",1206
"ENSOCUG00000017141",1967
"ENSOCUG00000017143",2360
"ENSOCUG00000017145",1224
"ENSOCUG00000017147",1462
"ENSOCUG00000017148",3002
"ENSOCUG00000017149",3054
"ENSOCUG00000017150",1809
"ENSOCUG00000017153",2914
"ENSOCUG00000017154",5178
"ENSOCUG00000017155",14679
"ENSOCUG00000017157",366
"ENSOCUG00000017158",2542
"ENSOCUG00000017160",1312
"ENSOCUG00000017161",3686
"ENSOCUG00000017162",2860
"ENSOCUG00000017163",4508
"ENSOCUG00000017165",14982
"ENSOCUG00000017166",219
"ENSOCUG00000017167",660
"ENSOCUG00000017168",1706
"ENSOCUG00000017169",2280
"ENSOCUG00000017170",4100
"ENSOCUG00000017171",630
"ENSOCUG00000017172",312
"ENSOCUG00000017175",1368
"ENSOCUG00000017177",3000
"ENSOCUG00000017178",6948
"ENSOCUG00000017181",1488
"ENSOCUG00000017182",3565.5
"ENSOCUG00000017185",3468
"ENSOCUG00000017188",2964
"ENSOCUG00000017190",2267
"ENSOCUG00000017191",1515
"ENSOCUG00000017192",1494
"ENSOCUG00000017194",1207
"ENSOCUG00000017195",4626
"ENSOCUG00000017196",342
"ENSOCUG00000017197",666
"ENSOCUG00000017198",1596
"ENSOCUG00000017199",1929
"ENSOCUG00000017200",3584
"ENSOCUG00000017202",348
"ENSOCUG00000017203",985
"ENSOCUG00000017204",6151
"ENSOCUG00000017205",738
"ENSOCUG00000017209",1348.5
"ENSOCUG00000017210",1290
"ENSOCUG00000017211",1408
"ENSOCUG00000017212",2157
"ENSOCUG00000017214",1008
"ENSOCUG00000017215",2712
"ENSOCUG00000017216",840
"ENSOCUG00000017218",999
"ENSOCUG00000017220",1356
"ENSOCUG00000017222",2104
"ENSOCUG00000017224",684
"ENSOCUG00000017225",2084
"ENSOCUG00000017226",1563
"ENSOCUG00000017227",1828
"ENSOCUG00000017228",2682
"ENSOCUG00000017230",2449
"ENSOCUG00000017232",977
"ENSOCUG00000017233",663
"ENSOCUG00000017234",2069
"ENSOCUG00000017235",1641
"ENSOCUG00000017236",3788
"ENSOCUG00000017240",6284
"ENSOCUG00000017242",5790
"ENSOCUG00000017243",1583
"ENSOCUG00000017244",1005
"ENSOCUG00000017245",1150
"ENSOCUG00000017246",1011
"ENSOCUG00000017247",5109
"ENSOCUG00000017248",922.5
"ENSOCUG00000017249",963
"ENSOCUG00000017250",426
"ENSOCUG00000017251",3430
"ENSOCUG00000017252",288
"ENSOCUG00000017253",5545
"ENSOCUG00000017254",2378
"ENSOCUG00000017255",1547
"ENSOCUG00000017256",500
"ENSOCUG00000017257",927
"ENSOCUG00000017258",1148.5
"ENSOCUG00000017259",2901
"ENSOCUG00000017260",959
"ENSOCUG00000017261",682
"ENSOCUG00000017262",168
"ENSOCUG00000017263",2147
"ENSOCUG00000017266",588
"ENSOCUG00000017267",1572
"ENSOCUG00000017268",1491
"ENSOCUG00000017270",924
"ENSOCUG00000017271",189
"ENSOCUG00000017272",3593
"ENSOCUG00000017273",889.5
"ENSOCUG00000017274",2236.5
"ENSOCUG00000017275",1456
"ENSOCUG00000017276",3057
"ENSOCUG00000017278",894
"ENSOCUG00000017280",951
"ENSOCUG00000017281",1194
"ENSOCUG00000017282",7533
"ENSOCUG00000017283",5372
"ENSOCUG00000017284",448.5
"ENSOCUG00000017285",2202
"ENSOCUG00000017286",729
"ENSOCUG00000017288",687
"ENSOCUG00000017289",870
"ENSOCUG00000017290",597
"ENSOCUG00000017291",3526
"ENSOCUG00000017292",5103
"ENSOCUG00000017294",609
"ENSOCUG00000017295",660
"ENSOCUG00000017296",548
"ENSOCUG00000017297",914
"ENSOCUG00000017299",1976
"ENSOCUG00000017300",600
"ENSOCUG00000017302",4386
"ENSOCUG00000017303",1773
"ENSOCUG00000017304",4756
"ENSOCUG00000017305",2099
"ENSOCUG00000017306",966
"ENSOCUG00000017307",4200.5
"ENSOCUG00000017308",1671
"ENSOCUG00000017309",5421
"ENSOCUG00000017310",6328
"ENSOCUG00000017311",555
"ENSOCUG00000017314",5019
"ENSOCUG00000017315",597
"ENSOCUG00000017317",5343
"ENSOCUG00000017318",2193
"ENSOCUG00000017320",730
"ENSOCUG00000017321",996
"ENSOCUG00000017322",4020
"ENSOCUG00000017323",1896
"ENSOCUG00000017324",384
"ENSOCUG00000017325",2152
"ENSOCUG00000017326",2178
"ENSOCUG00000017328",4267
"ENSOCUG00000017330",1266
"ENSOCUG00000017331",6456
"ENSOCUG00000017332",438
"ENSOCUG00000017333",1513
"ENSOCUG00000017334",1841
"ENSOCUG00000017335",3614
"ENSOCUG00000017336",2977
"ENSOCUG00000017337",4721
"ENSOCUG00000017338",5992
"ENSOCUG00000017339",5980
"ENSOCUG00000017341",567
"ENSOCUG00000017342",1185
"ENSOCUG00000017344",5980
"ENSOCUG00000017345",1527
"ENSOCUG00000017347",3498
"ENSOCUG00000017348",1192
"ENSOCUG00000017349",1311
"ENSOCUG00000017350",1327
"ENSOCUG00000017351",525
"ENSOCUG00000017352",5294
"ENSOCUG00000017353",6255
"ENSOCUG00000017354",873
"ENSOCUG00000017356",3519
"ENSOCUG00000017357",1611
"ENSOCUG00000017358",501
"ENSOCUG00000017359",294
"ENSOCUG00000017361",474
"ENSOCUG00000017362",6277
"ENSOCUG00000017363",468
"ENSOCUG00000017365",1876
"ENSOCUG00000017366",3763
"ENSOCUG00000017367",4103
"ENSOCUG00000017368",687
"ENSOCUG00000017370",3192
"ENSOCUG00000017371",648
"ENSOCUG00000017372",3410
"ENSOCUG00000017373",6006
"ENSOCUG00000017375",3336
"ENSOCUG00000017377",6257
"ENSOCUG00000017378",1221
"ENSOCUG00000017379",1350
"ENSOCUG00000017382",3501
"ENSOCUG00000017383",6721
"ENSOCUG00000017384",3580
"ENSOCUG00000017385",768
"ENSOCUG00000017386",539
"ENSOCUG00000017387",6526
"ENSOCUG00000017388",456
"ENSOCUG00000017391",1074
"ENSOCUG00000017392",942
"ENSOCUG00000017393",741
"ENSOCUG00000017394",2028
"ENSOCUG00000017395",372
"ENSOCUG00000017398",1533
"ENSOCUG00000017399",2010
"ENSOCUG00000017400",3090
"ENSOCUG00000017401",2103
"ENSOCUG00000017402",2108
"ENSOCUG00000017403",4975
"ENSOCUG00000017404",1599
"ENSOCUG00000017406",1827
"ENSOCUG00000017407",1218
"ENSOCUG00000017408",4353
"ENSOCUG00000017409",6224
"ENSOCUG00000017410",1194
"ENSOCUG00000017411",15447
"ENSOCUG00000017412",1401
"ENSOCUG00000017413",630
"ENSOCUG00000017414",2222
"ENSOCUG00000017415",1740
"ENSOCUG00000017416",2746
"ENSOCUG00000017417",969
"ENSOCUG00000017418",7942
"ENSOCUG00000017419",2674
"ENSOCUG00000017421",1764
"ENSOCUG00000017422",3341
"ENSOCUG00000017423",3062
"ENSOCUG00000017424",1644
"ENSOCUG00000017425",7178
"ENSOCUG00000017426",3927
"ENSOCUG00000017427",2649
"ENSOCUG00000017430",948
"ENSOCUG00000017432",3391
"ENSOCUG00000017433",1956
"ENSOCUG00000017434",2007.5
"ENSOCUG00000017435",9411
"ENSOCUG00000017437",2562
"ENSOCUG00000017438",4070
"ENSOCUG00000017440",906
"ENSOCUG00000017442",1391.5
"ENSOCUG00000017445",2439
"ENSOCUG00000017446",1130
"ENSOCUG00000017448",974
"ENSOCUG00000017449",1929
"ENSOCUG00000017451",921
"ENSOCUG00000017452",2818
"ENSOCUG00000017453",1605
"ENSOCUG00000017454",2344
"ENSOCUG00000017455",942
"ENSOCUG00000017457",3215
"ENSOCUG00000017458",20730
"ENSOCUG00000017459",2158
"ENSOCUG00000017461",4758
"ENSOCUG00000017463",2443
"ENSOCUG00000017464",570
"ENSOCUG00000017465",2834
"ENSOCUG00000017466",3749
"ENSOCUG00000017468",1296
"ENSOCUG00000017469",6245
"ENSOCUG00000017472",951
"ENSOCUG00000017473",643
"ENSOCUG00000017475",2033
"ENSOCUG00000017476",5089
"ENSOCUG00000017477",4720
"ENSOCUG00000017480",4562
"ENSOCUG00000017483",880
"ENSOCUG00000017484",2697
"ENSOCUG00000017485",1008
"ENSOCUG00000017487",2392.5
"ENSOCUG00000017489",300
"ENSOCUG00000017490",1620
"ENSOCUG00000017491",657
"ENSOCUG00000017492",9864
"ENSOCUG00000017493",7039
"ENSOCUG00000017494",4435.5
"ENSOCUG00000017495",805
"ENSOCUG00000017496",2605
"ENSOCUG00000017497",6372
"ENSOCUG00000017498",2999
"ENSOCUG00000017499",4248
"ENSOCUG00000017501",863
"ENSOCUG00000017502",1512
"ENSOCUG00000017503",1533
"ENSOCUG00000017504",4611
"ENSOCUG00000017506",135
"ENSOCUG00000017507",2135
"ENSOCUG00000017508",1727
"ENSOCUG00000017509",1482
"ENSOCUG00000017510",1580
"ENSOCUG00000017511",627
"ENSOCUG00000017512",1206
"ENSOCUG00000017513",2385
"ENSOCUG00000017516",4266
"ENSOCUG00000017517",4121
"ENSOCUG00000017519",6874
"ENSOCUG00000017521",336
"ENSOCUG00000017522",2562
"ENSOCUG00000017523",516
"ENSOCUG00000017524",2754
"ENSOCUG00000017525",6628
"ENSOCUG00000017526",817
"ENSOCUG00000017527",6038
"ENSOCUG00000017530",1317
"ENSOCUG00000017531",321
"ENSOCUG00000017532",1370
"ENSOCUG00000017533",1002
"ENSOCUG00000017534",3225
"ENSOCUG00000017535",2208
"ENSOCUG00000017537",1488
"ENSOCUG00000017538",1681
"ENSOCUG00000017539",4256
"ENSOCUG00000017542",2441
"ENSOCUG00000017543",917
"ENSOCUG00000017544",4550
"ENSOCUG00000017545",6913
"ENSOCUG00000017546",2519
"ENSOCUG00000017547",3453
"ENSOCUG00000017549",549
"ENSOCUG00000017550",930
"ENSOCUG00000017551",12179
"ENSOCUG00000017552",507
"ENSOCUG00000017555",4050
"ENSOCUG00000017559",1137
"ENSOCUG00000017562",689
"ENSOCUG00000017563",3501
"ENSOCUG00000017564",2010
"ENSOCUG00000017565",4677
"ENSOCUG00000017566",3240
"ENSOCUG00000017567",1314
"ENSOCUG00000017568",1014
"ENSOCUG00000017569",6207
"ENSOCUG00000017571",945
"ENSOCUG00000017572",1617
"ENSOCUG00000017573",779
"ENSOCUG00000017574",2190
"ENSOCUG00000017576",5694
"ENSOCUG00000017577",4458
"ENSOCUG00000017578",558
"ENSOCUG00000017580",468
"ENSOCUG00000017581",5113
"ENSOCUG00000017583",8887
"ENSOCUG00000017584",936
"ENSOCUG00000017585",1041
"ENSOCUG00000017586",3479
"ENSOCUG00000017587",1923
"ENSOCUG00000017588",1200
"ENSOCUG00000017589",1536
"ENSOCUG00000017592",903
"ENSOCUG00000017593",1398
"ENSOCUG00000017594",909
"ENSOCUG00000017595",3072
"ENSOCUG00000017597",2200.5
"ENSOCUG00000017598",702
"ENSOCUG00000017600",974.5
"ENSOCUG00000017601",4734
"ENSOCUG00000017602",576
"ENSOCUG00000017607",1395.5
"ENSOCUG00000017608",1635
"ENSOCUG00000017609",4215.5
"ENSOCUG00000017610",2229
"ENSOCUG00000017611",942
"ENSOCUG00000017612",906
"ENSOCUG00000017613",939
"ENSOCUG00000017614",1029
"ENSOCUG00000017615",2063
"ENSOCUG00000017616",3325
"ENSOCUG00000017618",4993
"ENSOCUG00000017619",3254
"ENSOCUG00000017620",520
"ENSOCUG00000017621",1914
"ENSOCUG00000017622",1581
"ENSOCUG00000017623",1167
"ENSOCUG00000017624",4149
"ENSOCUG00000017625",918
"ENSOCUG00000017626",3144
"ENSOCUG00000017627",4970
"ENSOCUG00000017628",2472
"ENSOCUG00000017631",2210
"ENSOCUG00000017632",3984
"ENSOCUG00000017633",1647
"ENSOCUG00000017636",990
"ENSOCUG00000017638",1427.5
"ENSOCUG00000017639",2760
"ENSOCUG00000017640",6614
"ENSOCUG00000017641",714
"ENSOCUG00000017644",1486
"ENSOCUG00000017645",6242
"ENSOCUG00000017648",1824
"ENSOCUG00000017649",3162
"ENSOCUG00000017650",3359
"ENSOCUG00000017651",1849
"ENSOCUG00000017652",996
"ENSOCUG00000017653",1851
"ENSOCUG00000017654",929
"ENSOCUG00000017655",264
"ENSOCUG00000017658",714
"ENSOCUG00000017659",2468
"ENSOCUG00000017661",1011
"ENSOCUG00000017662",1602
"ENSOCUG00000017663",2267
"ENSOCUG00000017666",3889
"ENSOCUG00000017667",3128
"ENSOCUG00000017669",1626
"ENSOCUG00000017670",1660
"ENSOCUG00000017671",1484
"ENSOCUG00000017672",4664
"ENSOCUG00000017673",3173
"ENSOCUG00000017674",1596
"ENSOCUG00000017675",897
"ENSOCUG00000017676",2862
"ENSOCUG00000017678",1437
"ENSOCUG00000017680",894
"ENSOCUG00000017681",648
"ENSOCUG00000017682",963
"ENSOCUG00000017684",1190
"ENSOCUG00000017685",744
"ENSOCUG00000017687",5782
"ENSOCUG00000017688",399
"ENSOCUG00000017689",1978.5
"ENSOCUG00000017691",2781
"ENSOCUG00000017692",1776
"ENSOCUG00000017694",1338
"ENSOCUG00000017695",942
"ENSOCUG00000017697",957
"ENSOCUG00000017698",1503
"ENSOCUG00000017699",1479
"ENSOCUG00000017700",4058
"ENSOCUG00000017702",876
"ENSOCUG00000017704",5529
"ENSOCUG00000017706",2037
"ENSOCUG00000017707",1515
"ENSOCUG00000017708",5698.5
"ENSOCUG00000017709",4726
"ENSOCUG00000017710",507
"ENSOCUG00000017711",1504
"ENSOCUG00000017712",3705
"ENSOCUG00000017713",2556
"ENSOCUG00000017714",1155
"ENSOCUG00000017715",1651.5
"ENSOCUG00000017716",4527
"ENSOCUG00000017717",3132
"ENSOCUG00000017719",2948
"ENSOCUG00000017720",3435
"ENSOCUG00000017721",546
"ENSOCUG00000017722",1191
"ENSOCUG00000017723",1814
"ENSOCUG00000017724",1548
"ENSOCUG00000017725",1295.5
"ENSOCUG00000017726",9048
"ENSOCUG00000017727",2461
"ENSOCUG00000017728",2334
"ENSOCUG00000017729",6683
"ENSOCUG00000017730",6825
"ENSOCUG00000017732",5208
"ENSOCUG00000017733",2735
"ENSOCUG00000017737",1603
"ENSOCUG00000017738",753
"ENSOCUG00000017739",2808
"ENSOCUG00000017740",1560
"ENSOCUG00000017741",4040
"ENSOCUG00000017742",3886
"ENSOCUG00000017744",2437
"ENSOCUG00000017745",7157
"ENSOCUG00000017746",1539
"ENSOCUG00000017747",2577.5
"ENSOCUG00000017748",2212
"ENSOCUG00000017749",951
"ENSOCUG00000017750",3077
"ENSOCUG00000017751",1182
"ENSOCUG00000017753",2973
"ENSOCUG00000017754",1592
"ENSOCUG00000017755",918
"ENSOCUG00000017756",2016
"ENSOCUG00000017757",2017
"ENSOCUG00000017758",3186
"ENSOCUG00000017759",1458
"ENSOCUG00000017760",2521
"ENSOCUG00000017761",1124
"ENSOCUG00000017762",639
"ENSOCUG00000017763",6018
"ENSOCUG00000017764",1071
"ENSOCUG00000017765",4872
"ENSOCUG00000017768",1187
"ENSOCUG00000017769",126
"ENSOCUG00000017770",1356
"ENSOCUG00000017771",2913
"ENSOCUG00000017772",648
"ENSOCUG00000017773",3963
"ENSOCUG00000017775",3648
"ENSOCUG00000017776",993
"ENSOCUG00000017778",945
"ENSOCUG00000017779",885
"ENSOCUG00000017780",1845
"ENSOCUG00000017781",2586
"ENSOCUG00000017782",3627
"ENSOCUG00000017785",1736
"ENSOCUG00000017786",1170
"ENSOCUG00000017788",306
"ENSOCUG00000017789",1893
"ENSOCUG00000017790",1527
"ENSOCUG00000017791",4074.5
"ENSOCUG00000017792",357
"ENSOCUG00000017793",914
"ENSOCUG00000017794",3433
"ENSOCUG00000017796",2172
"ENSOCUG00000017797",888
"ENSOCUG00000017798",1779
"ENSOCUG00000017799",4809
"ENSOCUG00000017800",6076
"ENSOCUG00000017803",1898
"ENSOCUG00000017804",3731
"ENSOCUG00000017805",4055
"ENSOCUG00000017806",546
"ENSOCUG00000017807",1952
"ENSOCUG00000017808",1714
"ENSOCUG00000017811",615
"ENSOCUG00000017812",6013
"ENSOCUG00000017813",945
"ENSOCUG00000017814",5600
"ENSOCUG00000017815",4955
"ENSOCUG00000017817",1009.5
"ENSOCUG00000017819",10593
"ENSOCUG00000017820",3045
"ENSOCUG00000017821",5081
"ENSOCUG00000017822",1380
"ENSOCUG00000017823",1096
"ENSOCUG00000017824",4257
"ENSOCUG00000017825",2299
"ENSOCUG00000017826",1077
"ENSOCUG00000017827",1273
"ENSOCUG00000017828",810
"ENSOCUG00000017829",2381
"ENSOCUG00000017830",2891
"ENSOCUG00000017831",1029
"ENSOCUG00000017832",3791
"ENSOCUG00000017834",9798
"ENSOCUG00000017835",2598
"ENSOCUG00000017836",1452
"ENSOCUG00000017837",2049.5
"ENSOCUG00000017838",2243
"ENSOCUG00000017841",4122
"ENSOCUG00000017842",2291
"ENSOCUG00000017843",954
"ENSOCUG00000017844",1197
"ENSOCUG00000017845",1080
"ENSOCUG00000017847",4872
"ENSOCUG00000017848",2537
"ENSOCUG00000017849",8319
"ENSOCUG00000017850",1380
"ENSOCUG00000017851",1792
"ENSOCUG00000017852",1888
"ENSOCUG00000017853",1266
"ENSOCUG00000017854",1270
"ENSOCUG00000017856",1083
"ENSOCUG00000017857",3358
"ENSOCUG00000017858",825
"ENSOCUG00000017859",2142
"ENSOCUG00000017860",525
"ENSOCUG00000017861",4901
"ENSOCUG00000017862",1468
"ENSOCUG00000017863",861
"ENSOCUG00000017864",1113
"ENSOCUG00000017865",2000
"ENSOCUG00000017866",1176
"ENSOCUG00000017867",15084
"ENSOCUG00000017869",1002
"ENSOCUG00000017871",3391
"ENSOCUG00000017872",5119
"ENSOCUG00000017874",5493
"ENSOCUG00000017875",1950
"ENSOCUG00000017876",2614
"ENSOCUG00000017877",3067
"ENSOCUG00000017878",3536
"ENSOCUG00000017880",3972
"ENSOCUG00000017881",1743
"ENSOCUG00000017882",3268
"ENSOCUG00000017883",1577
"ENSOCUG00000017884",2706
"ENSOCUG00000017885",2191.5
"ENSOCUG00000017886",2457
"ENSOCUG00000017887",5077
"ENSOCUG00000017889",885
"ENSOCUG00000017890",3477
"ENSOCUG00000017891",3062
"ENSOCUG00000017892",2658
"ENSOCUG00000017893",1219
"ENSOCUG00000017894",1239
"ENSOCUG00000017895",2081
"ENSOCUG00000017896",4128
"ENSOCUG00000017897",830
"ENSOCUG00000017898",1214
"ENSOCUG00000017899",1575
"ENSOCUG00000017901",6626
"ENSOCUG00000017902",2925
"ENSOCUG00000017904",2987
"ENSOCUG00000017905",2373
"ENSOCUG00000017907",597
"ENSOCUG00000017908",7133
"ENSOCUG00000017909",925
"ENSOCUG00000017910",9653
"ENSOCUG00000017911",2419
"ENSOCUG00000017913",953
"ENSOCUG00000017914",662.5
"ENSOCUG00000017915",2604
"ENSOCUG00000017916",939
"ENSOCUG00000017917",2695.5
"ENSOCUG00000017918",1552
"ENSOCUG00000017919",5117
"ENSOCUG00000017920",3116
"ENSOCUG00000017921",831
"ENSOCUG00000017922",2226
"ENSOCUG00000017923",1584
"ENSOCUG00000017924",4260
"ENSOCUG00000017925",1131
"ENSOCUG00000017926",8836
"ENSOCUG00000017928",888
"ENSOCUG00000017929",5562
"ENSOCUG00000017930",747
"ENSOCUG00000017931",756
"ENSOCUG00000017932",2331
"ENSOCUG00000017933",3438
"ENSOCUG00000017934",1858
"ENSOCUG00000017936",6210
"ENSOCUG00000017937",1068
"ENSOCUG00000017938",1725
"ENSOCUG00000017939",1623
"ENSOCUG00000017940",1254
"ENSOCUG00000017941",379
"ENSOCUG00000017943",2115
"ENSOCUG00000017944",417
"ENSOCUG00000017945",6549
"ENSOCUG00000017946",1071
"ENSOCUG00000017948",582
"ENSOCUG00000017949",2684
"ENSOCUG00000017950",3624
"ENSOCUG00000017951",9600
"ENSOCUG00000017952",645
"ENSOCUG00000017955",5504
"ENSOCUG00000017956",6417
"ENSOCUG00000017958",1999
"ENSOCUG00000017959",1667.5
"ENSOCUG00000017960",5975
"ENSOCUG00000017961",1910.5
"ENSOCUG00000017962",2692
"ENSOCUG00000017963",1047
"ENSOCUG00000017964",1017
"ENSOCUG00000017965",3494
"ENSOCUG00000017968",2183
"ENSOCUG00000017970",5656
"ENSOCUG00000017971",1492
"ENSOCUG00000017972",68
"ENSOCUG00000017973",344
"ENSOCUG00000017976",81
"ENSOCUG00000017982",164
"ENSOCUG00000017983",120
"ENSOCUG00000017986",108
"ENSOCUG00000017987",106
"ENSOCUG00000017990",86
"ENSOCUG00000017992",334
"ENSOCUG00000017995",107
"ENSOCUG00000017998",107
"ENSOCUG00000017999",68
"ENSOCUG00000018002",105
"ENSOCUG00000018009",130
"ENSOCUG00000018015",84
"ENSOCUG00000018016",90
"ENSOCUG00000018022",101
"ENSOCUG00000018026",214
"ENSOCUG00000018028",348
"ENSOCUG00000018029",99
"ENSOCUG00000018031",102
"ENSOCUG00000018034",126
"ENSOCUG00000018035",110
"ENSOCUG00000018036",78
"ENSOCUG00000018037",90
"ENSOCUG00000018038",107
"ENSOCUG00000018040",301
"ENSOCUG00000018043",136
"ENSOCUG00000018045",92
"ENSOCUG00000018047",87
"ENSOCUG00000018050",104
"ENSOCUG00000018056",62
"ENSOCUG00000018058",131
"ENSOCUG00000018064",106
"ENSOCUG00000018066",107
"ENSOCUG00000018068",70
"ENSOCUG00000018069",133
"ENSOCUG00000018071",122
"ENSOCUG00000018072",85
"ENSOCUG00000018073",107
"ENSOCUG00000018076",331
"ENSOCUG00000018077",122
"ENSOCUG00000018079",81
"ENSOCUG00000018081",333
"ENSOCUG00000018089",88
"ENSOCUG00000018090",81
