"mdom_ensembl_gid","mdom_gene_name","dnov_ensembl_gid","dnov_gene_name","dnov_homology_type","ocun_ensembl_gid","ocun_gene_name","ocun_homology_type"
"ENSMODG00000009516","BRCA2","ENSDNOG00000038771","BRCA2","ortholog_one2one","ENSOCUG00000016878","BRCA2","ortholog_one2one"
"ENSMODG00000009524","N4BP2L1","ENSDNOG00000042125","N4BP2L1","ortholog_one2one","ENSOCUG00000016899","N4BP2L1","ortholog_one2one"
"ENSMODG00000009630","PDS5B","ENSDNOG00000015359","PDS5B","ortholog_one2one","ENSOCUG00000006624","PDS5B","ortholog_one2one"
"ENSMODG00000009636","KL","ENSDNOG00000033936","KL","ortholog_one2one","ENSOCUG00000011798","KL","ortholog_one2one"
"ENSMODG00000009691","STARD13","ENSDNOG00000041764","STARD13","ortholog_one2one","ENSOCUG00000011808","STARD13","ortholog_one2one"
"ENSMODG00000009764","RFC3","ENSDNOG00000012665","RFC3","ortholog_one2one","ENSOCUG00000003624","RFC3","ortholog_one2one"
"ENSMODG00000011191","TSTA3","ENSDNOG00000035627","TSTA3","ortholog_one2one","ENSOCUG00000023309","TSTA3","ortholog_one2one"
"ENSMODG00000009914","NBEA","ENSDNOG00000000648","NBEA","ortholog_one2one","ENSOCUG00000017834","NBEA","ortholog_one2one"
"ENSMODG00000009947","DCLK1","ENSDNOG00000005895","DCLK1","ortholog_one2one","ENSOCUG00000017848","DCLK1","ortholog_one2one"
"ENSMODG00000009965","","ENSDNOG00000017970","","ortholog_one2one","ENSOCUG00000017853","","ortholog_one2one"
"ENSMODG00000009974","CCDC169","ENSDNOG00000046553","CCDC169","ortholog_one2one","ENSOCUG00000026427","CCDC169","ortholog_one2one"
"ENSMODG00000011279","MROH6","ENSDNOG00000049154","MROH6","ortholog_one2one","ENSOCUG00000001890","MROH6","ortholog_one2one"
"ENSMODG00000011297","GSDMD","ENSDNOG00000031707","GSDMD","ortholog_one2one","ENSOCUG00000001885","GSDMD","ortholog_one2one"
"ENSMODG00000024121","SERTM1","ENSDNOG00000013648","SERTM1","ortholog_one2one","ENSOCUG00000012125","SERTM1","ortholog_one2one"
"ENSMODG00000009995","RFXAP","ENSDNOG00000040728","RFXAP","ortholog_one2one","ENSOCUG00000014234","RFXAP","ortholog_one2one"
"ENSMODG00000010017","SMAD9","ENSDNOG00000048385","SMAD9","ortholog_one2one","ENSOCUG00000007453","SMAD9","ortholog_one2one"
"ENSMODG00000010043","ALG5","ENSDNOG00000019131","ALG5","ortholog_one2one","ENSOCUG00000007458","ALG5","ortholog_one2one"
"ENSMODG00000010052","EXOSC8","ENSDNOG00000019133","EXOSC8","ortholog_one2one","ENSOCUG00000007465","EXOSC8","ortholog_one2one"
"ENSMODG00000010085","SUPT20H","ENSDNOG00000019137","SUPT20H","ortholog_one2one","ENSOCUG00000008436","SUPT20H","ortholog_one2one"
"ENSMODG00000010145","POSTN","ENSDNOG00000003317","POSTN","ortholog_one2one","ENSOCUG00000011482","POSTN","ortholog_one2one"
"ENSMODG00000010167","TRPC4","ENSDNOG00000003306","TRPC4","ortholog_one2one","ENSOCUG00000012256","TRPC4","ortholog_one2one"
"ENSMODG00000010202","FREM2","ENSDNOG00000046839","FREM2","ortholog_one2one","ENSOCUG00000007735","FREM2","ortholog_one2one"
"ENSMODG00000010211","STOML3","ENSDNOG00000013055","STOML3","ortholog_one2one","ENSOCUG00000006046","STOML3","ortholog_one2one"
"ENSMODG00000010240","PROSER1","ENSDNOG00000039851","PROSER1","ortholog_one2one","ENSOCUG00000004771","PROSER1","ortholog_one2one"
"ENSMODG00000028491","LHFP","ENSDNOG00000010497","LHFP","ortholog_one2one","ENSOCUG00000001137","LHFP","ortholog_one2one"
"ENSMODG00000010307","COG6","ENSDNOG00000007726","COG6","ortholog_one2one","ENSOCUG00000015158","COG6","ortholog_one2one"
"ENSMODG00000012204","","ENSDNOG00000037298","","ortholog_one2one","ENSOCUG00000026231","","ortholog_one2one"
"ENSMODG00000010347","MRPS31","ENSDNOG00000048890","MRPS31","ortholog_one2one","ENSOCUG00000021467","MRPS31","ortholog_one2one"
"ENSMODG00000010420","VPS36","ENSDNOG00000009666","VPS36","ortholog_one2one","ENSOCUG00000015505","VPS36","ortholog_one2one"
"ENSMODG00000000607","RAX2","ENSDNOG00000007392","RAX2","ortholog_one2one","ENSOCUG00000010455","RAX","ortholog_one2one"
"ENSMODG00000028479","NEK5","ENSDNOG00000011399","NEK5","ortholog_one2one","ENSOCUG00000017719","NEK5","ortholog_one2one"
"ENSMODG00000010479","ALG11","ENSDNOG00000044400","ALG11","ortholog_one2one","ENSOCUG00000024835","ALG11","ortholog_one2one"
"ENSMODG00000010500","ATP7B","ENSDNOG00000008233","ATP7B","ortholog_one2one","ENSOCUG00000004145","ATP7B","ortholog_one2one"
"ENSMODG00000024110","CCDC70","ENSDNOG00000025963","CCDC70","ortholog_one2one","ENSOCUG00000009254","CCDC70","ortholog_one2one"
"ENSMODG00000010528","WDFY2","ENSDNOG00000006832","WDFY2","ortholog_one2one","ENSOCUG00000010151","WDFY2","ortholog_one2one"
"ENSMODG00000010648","INTS6","ENSDNOG00000037483","INTS6","ortholog_one2one","ENSOCUG00000000876","INTS6","ortholog_one2one"
"ENSMODG00000010734","FAM124A","ENSDNOG00000018755","FAM124A","ortholog_one2one","ENSOCUG00000000875","FAM124A","ortholog_one2one"
"ENSMODG00000010760","","ENSDNOG00000011873","","ortholog_one2one","ENSOCUG00000004920","","ortholog_one2one"
"ENSMODG00000000881","FSD1","ENSDNOG00000036984","FSD1","ortholog_one2one","ENSOCUG00000027576","FSD1","ortholog_one2one"
"ENSMODG00000024106","TRIM13","ENSDNOG00000047157","TRIM13","ortholog_one2one","ENSOCUG00000003083","TRIM13","ortholog_one2one"
"ENSMODG00000010799","SPRYD7","ENSDNOG00000032654","SPRYD7","ortholog_one2one","ENSOCUG00000027577","SPRYD7","ortholog_one2one"
"ENSMODG00000010829","KPNA3","ENSDNOG00000044359","KPNA3","ortholog_one2one","ENSOCUG00000006781","KPNA3","ortholog_one2one"
"ENSMODG00000010833","EBPL","ENSDNOG00000035337","EBPL","ortholog_one2one","ENSOCUG00000006778","EBPL","ortholog_one2one"
"ENSMODG00000024105","ARL11","ENSDNOG00000009737","ARL11","ortholog_one2one","ENSOCUG00000003013","ARL11","ortholog_one2one"
"ENSMODG00000010861","RCBTB1","ENSDNOG00000014031","RCBTB1","ortholog_one2one","ENSOCUG00000003767","RCBTB1","ortholog_one2one"
"ENSMODG00000027544","PHF11","ENSDNOG00000014015","PHF11","ortholog_one2one","ENSOCUG00000003761","PHF11","ortholog_one2one"
"ENSMODG00000010929","SETDB2","ENSDNOG00000033679","SETDB2","ortholog_one2one","ENSOCUG00000003755","SETDB2","ortholog_one2one"
"ENSMODG00000010950","CAB39L","ENSDNOG00000036703","CAB39L","ortholog_one2one","ENSOCUG00000008239","CAB39L","ortholog_one2one"
"ENSMODG00000010997","CDADC1","ENSDNOG00000006418","CDADC1","ortholog_one2one","ENSOCUG00000014743","CDADC1","ortholog_one2one"
"ENSMODG00000011007","MLNR","ENSDNOG00000045208","MLNR","ortholog_one2one","ENSOCUG00000014737","MLNR","ortholog_one2one"
"ENSMODG00000011079","FNDC3A","ENSDNOG00000000646","FNDC3A","ortholog_one2one","ENSOCUG00000014679","FNDC3A","ortholog_one2one"
"ENSMODG00000024101","CYSLTR2","ENSDNOG00000001513","CYSLTR2","ortholog_one2one","ENSOCUG00000027072","CYSLTR2","ortholog_one2one"
"ENSMODG00000011140","RCBTB2","ENSDNOG00000037693","RCBTB2","ortholog_one2one","ENSOCUG00000016428","RCBTB2","ortholog_one2one"
"ENSMODG00000011168","RB1","ENSDNOG00000013345","RB1","ortholog_one2one","ENSOCUG00000016404","RB1","ortholog_one2one"
"ENSMODG00000001130","KDM4B","ENSDNOG00000036233","KDM4B","ortholog_one2one","ENSOCUG00000004056","KDM4A","ortholog_one2one"
"ENSMODG00000011179","LPAR6","ENSDNOG00000013367","LPAR6","ortholog_one2one","ENSOCUG00000002383","LPAR6","ortholog_one2one"
"ENSMODG00000011189","ITM2B","ENSDNOG00000039110","ITM2B","ortholog_one2one","ENSOCUG00000025116","ITM2B","ortholog_one2one"
"ENSMODG00000011274","HTR2A","ENSDNOG00000008954","HTR2A","ortholog_one2one","ENSOCUG00000009976","HTR2A","ortholog_one2one"
"ENSMODG00000011348","LRCH1","ENSDNOG00000037276","LRCH1","ortholog_one2one","ENSOCUG00000009947","LRCH1","ortholog_one2one"
"ENSMODG00000029107","LRRC63","ENSDNOG00000042434","LRRC63","ortholog_one2one","ENSOCUG00000014059","LRRC63","ortholog_one2one"
"ENSMODG00000011358","KIAA0226L","ENSDNOG00000012748","KIAA0226L","ortholog_one2one","ENSOCUG00000009941","KIAA0226L","ortholog_one2one"
"ENSMODG00000011413","LCP1","ENSDNOG00000045424","LCP1","ortholog_one2one","ENSOCUG00000017943","LCP1","ortholog_one2one"
"ENSMODG00000001343","","ENSDNOG00000035011","","ortholog_one2one","ENSOCUG00000023143","","ortholog_one2one"
"ENSMODG00000001371","RANBP3","ENSDNOG00000008849","RANBP3","ortholog_one2one","ENSOCUG00000001530","RANBP3","ortholog_one2one"
"ENSMODG00000001398","RFX2","ENSDNOG00000033124","RFX2","ortholog_one2one","ENSOCUG00000005005","RFX2","ortholog_one2one"
"ENSMODG00000001913","ACER1","ENSDNOG00000016623","ACER1","ortholog_one2one","ENSOCUG00000021869","ACER1","ortholog_one2one"
"ENSMODG00000001941","","ENSDNOG00000024520","","ortholog_one2one","ENSOCUG00000023195","","ortholog_one2one"
"ENSMODG00000004087","TMEM135","ENSDNOG00000018815","TMEM135","ortholog_one2one","ENSOCUG00000000713","TMEM135","ortholog_one2one"
"ENSMODG00000001952","KHSRP","ENSDNOG00000046507","KHSRP","ortholog_one2one","ENSOCUG00000026747","KHSRP","ortholog_one2one"
"ENSMODG00000004102","FZD4","ENSDNOG00000044049","FZD4","ortholog_one2one","ENSOCUG00000006445","FZD4","ortholog_one2one"
"ENSMODG00000024069","PRSS23","ENSDNOG00000007900","PRSS23","ortholog_one2one","ENSOCUG00000004137","PRSS23","ortholog_one2one"
"ENSMODG00000004158","ME3","ENSDNOG00000008517","ME3","ortholog_one2one","ENSOCUG00000012005","ME3","ortholog_one2one"
"ENSMODG00000004183","CCDC81","ENSDNOG00000044311","CCDC81","ortholog_one2one","ENSOCUG00000007318","CCDC81","ortholog_one2one"
"ENSMODG00000004297","PICALM","ENSDNOG00000038474","PICALM","ortholog_one2one","ENSOCUG00000023809","PICALM","ortholog_one2one"
"ENSMODG00000004311","CCDC83","ENSDNOG00000031571","CCDC83","ortholog_one2one","ENSOCUG00000009770","CCDC83","ortholog_one2one"
"ENSMODG00000004359","SYTL2","ENSDNOG00000046621","SYTL2","ortholog_one2one","ENSOCUG00000013753","SYTL2","ortholog_one2one"
"ENSMODG00000004370","CCDC89","ENSDNOG00000048247","CCDC89","ortholog_one2one","ENSOCUG00000016547","CCDC89","ortholog_one2one"
"ENSMODG00000004377","CREBZF","ENSDNOG00000004399","CREBZF","ortholog_one2one","ENSOCUG00000016544","CREBZF","ortholog_one2one"
"ENSMODG00000002048","DENND1C","ENSDNOG00000036339","DENND1C","ortholog_one2one","ENSOCUG00000010627","DENND1C","ortholog_one2one"
"ENSMODG00000024011","","ENSDNOG00000006449","","ortholog_one2one","ENSOCUG00000027557","","ortholog_one2one"
"ENSMODG00000004456","CCDC90B","ENSDNOG00000018784","CCDC90B","ortholog_one2one","ENSOCUG00000026829","CCDC90B","ortholog_one2one"
"ENSMODG00000004477","ANKRD42","ENSDNOG00000000097","ANKRD42","ortholog_one2one","ENSOCUG00000004475","ANKRD42","ortholog_one2one"
"ENSMODG00000004498","PCF11","ENSDNOG00000012809","PCF11","ortholog_one2one","ENSOCUG00000004462","PCF11","ortholog_one2one"
"ENSMODG00000004506","RAB30","ENSDNOG00000039115","RAB30","ortholog_one2one","ENSOCUG00000007580","RAB30","ortholog_one2one"
"ENSMODG00000004513","C11orf82","ENSDNOG00000032982","C11orf82","ortholog_one2one","ENSOCUG00000007575","C11orf82","ortholog_one2one"
"ENSMODG00000004541","PRCP","ENSDNOG00000003704","PRCP","ortholog_one2one","ENSOCUG00000000526","PRCP","ortholog_one2one"
"ENSMODG00000001954","CD70","ENSDNOG00000037063","CD70","ortholog_one2one","ENSOCUG00000003616","CD70","ortholog_one2one"
"ENSMODG00000004713","NARS2","ENSDNOG00000014892","NARS2","ortholog_one2one","ENSOCUG00000017469","NARS2","ortholog_one2one"
"ENSMODG00000002091","TNFSF14","ENSDNOG00000012855","TNFSF14","ortholog_one2one","ENSOCUG00000028219","FASLG","ortholog_one2one"
"ENSMODG00000004750","USP35","ENSDNOG00000011076","USP35","ortholog_one2one","ENSOCUG00000021262","USP35","ortholog_one2one"
"ENSMODG00000024059","KCTD21","ENSDNOG00000011063","KCTD21","ortholog_one2one","ENSOCUG00000027266","KCTD21","ortholog_one2one"
"ENSMODG00000002291","SH2D3A","ENSDNOG00000043221","SH2D3A","ortholog_one2one","ENSOCUG00000026301","SH2D3A","ortholog_one2one"
"ENSMODG00000004770","ALG8","ENSDNOG00000011243","ALG8","ortholog_one2one","ENSOCUG00000011266","ALG8","ortholog_one2one"
"ENSMODG00000002314","VAV1","ENSDNOG00000003134","VAV1","ortholog_one2one","ENSOCUG00000022946","VAV1","ortholog_one2one"
"ENSMODG00000024056","KCTD14","ENSDNOG00000000572","KCTD14","ortholog_one2one","ENSOCUG00000005742","KCTD14","ortholog_one2one"
"ENSMODG00000004889","INTS4","ENSDNOG00000016949","INTS4","ortholog_one2one","ENSOCUG00000010638","INTS4","ortholog_one2one"
"ENSMODG00000004901","AAMDC","ENSDNOG00000001246","AAMDC","ortholog_one2one","ENSOCUG00000025658","AAMDC","ortholog_one2one"
"ENSMODG00000004917","RSF1","ENSDNOG00000040916","RSF1","ortholog_one2one","ENSOCUG00000011923","RSF1","ortholog_one2one"
"ENSMODG00000005033","AQP11","ENSDNOG00000009191","AQP11","ortholog_one2one","ENSOCUG00000003238","AQP11","ortholog_one2one"
"ENSMODG00000005078","PAK1","ENSDNOG00000012400","PAK1","ortholog_one2one","ENSOCUG00000010538","PAK1","ortholog_one2one"
"ENSMODG00000005168","MYO7A","ENSDNOG00000025971","MYO7A","ortholog_one2one","ENSOCUG00000023355","MYO7A","ortholog_one2one"
"ENSMODG00000005198","CAPN5","ENSDNOG00000048522","CAPN5","ortholog_one2one","ENSOCUG00000025830","CAPN5","ortholog_one2one"
"ENSMODG00000024044","TSKU","ENSDNOG00000008241","TSKU","ortholog_one2one","ENSOCUG00000021411","TSKU","ortholog_one2one"
"ENSMODG00000005266","GUCY2F","ENSDNOG00000036227","GUCY2F","ortholog_one2one","ENSOCUG00000009664","GUCY2F","ortholog_one2one"
"ENSMODG00000002448","DDX39A","ENSDNOG00000049340","DDX39A","ortholog_one2one","ENSOCUG00000002496","DDX39A","ortholog_one2one"
"ENSMODG00000002432","CD97","ENSDNOG00000018751","CD97","ortholog_one2one","ENSOCUG00000021438","CD97","ortholog_one2one"
"ENSMODG00000012145","LPHN1","ENSDNOG00000042077","LPHN1","ortholog_one2one","ENSOCUG00000001836","LPHN1","ortholog_one2one"
"ENSMODG00000012099","ASF1B","ENSDNOG00000046773","ASF1B","ortholog_one2one","ENSOCUG00000027079","ASF1B","ortholog_one2one"
"ENSMODG00000005278","LRRC32","ENSDNOG00000036201","LRRC32","ortholog_one2one","ENSOCUG00000015394","LRRC32","ortholog_one2one"
"ENSMODG00000005305","C11orf30","ENSDNOG00000015215","C11orf30","ortholog_one2one","ENSOCUG00000017880","C11orf30","ortholog_one2one"
"ENSMODG00000012075","C19orf67","ENSDNOG00000001448","C19orf67","ortholog_one2one","ENSOCUG00000008511","C19orf67","ortholog_one2one"
"ENSMODG00000012066","PALM3","ENSDNOG00000030848","PALM3","ortholog_one2one","ENSOCUG00000021806","PALM3","ortholog_one2one"
"ENSMODG00000005538","WNT11","ENSDNOG00000046349","WNT11","ortholog_one2one","ENSOCUG00000001726","WNT-11","ortholog_one2one"
"ENSMODG00000002667","FOLH1","ENSDNOG00000038875","FOLH1","ortholog_one2one","ENSOCUG00000026120","FOLH1","ortholog_one2one"
"ENSMODG00000002739","NOX4","ENSDNOG00000011906","NOX4","ortholog_one2one","ENSOCUG00000016685","NOX4","ortholog_one2one"
"ENSMODG00000011977","PODNL1","ENSDNOG00000000226","PODN","ortholog_one2one","ENSOCUG00000002562","PODN","ortholog_one2one"
"ENSMODG00000002755","TYR","ENSDNOG00000018729","TYR","ortholog_one2one","ENSOCUG00000009965","TYR","ortholog_one2one"
"ENSMODG00000023964","NANOS3","ENSDNOG00000044718","NANOS2","ortholog_one2one","ENSOCUG00000014802","NANOS3","ortholog_one2one"
"ENSMODG00000011870","MRI1","ENSDNOG00000047045","MRI1","ortholog_one2one","ENSOCUG00000024840","MRI1","ortholog_one2one"
"ENSMODG00000006698","UVRAG","ENSDNOG00000030759","UVRAG","ortholog_one2one","ENSOCUG00000017876","UVRAG","ortholog_one2one"
"ENSMODG00000006739","DGAT2","ENSDNOG00000019644","DGAT2","ortholog_one2one","ENSOCUG00000014223","DGAT2","ortholog_one2one"
"ENSMODG00000011749","CACNA1A","ENSDNOG00000041857","CACNA1A","ortholog_one2one","ENSOCUG00000011985","CACNA1A","ortholog_one2one"
"ENSMODG00000006814","SERPINH1","ENSDNOG00000019034","SERPINH1","ortholog_one2one","ENSOCUG00000026029","SERPINH1","ortholog_one2one"
"ENSMODG00000011619","TRMT1","ENSDNOG00000048240","TRMT1","ortholog_one2one","ENSOCUG00000021934","TRMT1","ortholog_one2one"
"ENSMODG00000006983","KLHL35","ENSDNOG00000019775","KLHL35","ortholog_one2one","ENSOCUG00000012395","KLHL35","ortholog_one2one"
"ENSMODG00000019784","ST6GALNAC3","ENSDNOG00000004293","ST6GALNAC3","ortholog_one2one","ENSOCUG00000020994","ST6GALNAC4","ortholog_one2one"
"ENSMODG00000029420","ST6GALNAC5","ENSDNOG00000000741","ST6GALNAC5","ortholog_one2one","ENSOCUG00000005692","ST6GALNAC5","ortholog_one2one"
"ENSMODG00000011587","NFIX","ENSDNOG00000041466","NFIX","ortholog_one2one","ENSOCUG00000026440","NFIX","ortholog_one2one"
"ENSMODG00000019082","TYW3","ENSDNOG00000033863","TYW3","ortholog_one2one","ENSOCUG00000003043","TYW3","ortholog_one2one"
"ENSMODG00000019085","LHX8","ENSDNOG00000002579","LHX8","ortholog_one2one","ENSOCUG00000003641","LHX8","ortholog_one2one"
"ENSMODG00000011552","DAND5","ENSDNOG00000042837","DAND5","ortholog_one2one","ENSOCUG00000007189","DAND5","ortholog_one2one"
"ENSMODG00000019086","SLC44A5","ENSDNOG00000002581","SLC44A5","ortholog_one2one","ENSOCUG00000005562","SLC44A5","ortholog_one2one"
"ENSMODG00000011545","GADD45GIP1","ENSDNOG00000036596","GADD45GIP1","ortholog_one2one","ENSOCUG00000007708","GADD45GIP1","ortholog_one2one"
"ENSMODG00000019089","ACADM","ENSDNOG00000007623","ACADM","ortholog_one2one","ENSOCUG00000013662","ACADM","ortholog_one2one"
"ENSMODG00000007021","ARRB1","ENSDNOG00000040731","ARRB1","ortholog_one2one","ENSOCUG00000026291","ARRB1","ortholog_one2one"
"ENSMODG00000007031","TPBGL","ENSDNOG00000048757","TPBGL","ortholog_one2one","ENSOCUG00000014231","TPBGL","ortholog_one2one"
"ENSMODG00000019091","RABGGTB","ENSDNOG00000047401","RABGGTB","ortholog_one2one","ENSOCUG00000016230","RABGGTB","ortholog_one2one"
"ENSMODG00000007051","SLCO2B1","ENSDNOG00000031967","SLCO2B1","ortholog_one2one","ENSOCUG00000014225","SLCO2B1","ortholog_one2one"
"ENSMODG00000011508","GCDH","ENSDNOG00000047571","GCDH","ortholog_one2one","ENSOCUG00000012001","GCDH","ortholog_one2one"
"ENSMODG00000019094","MSH4","ENSDNOG00000017376","MSH4","ortholog_one2one","ENSOCUG00000016238","MSH4","ortholog_one2one"
"ENSMODG00000011483","DNASE2","ENSDNOG00000034542","DNASE2","ortholog_one2one","ENSOCUG00000021573","DNASE2","ortholog_one2one"
"ENSMODG00000011471","MAST1","ENSDNOG00000041338","MAST1","ortholog_one2one","ENSOCUG00000011983","MAST1","ortholog_one2one"
"ENSMODG00000019095","ASB17","ENSDNOG00000008343","ASB17","ortholog_one2one","ENSOCUG00000002104","ASB17","ortholog_one2one"
"ENSMODG00000000424","DMRTB1","ENSDNOG00000010683","DMRTB1","ortholog_one2one","ENSOCUG00000001341","DMRTB1","ortholog_one2one"
"ENSMODG00000007130","SPCS2","ENSDNOG00000017406","SPCS2","ortholog_one2one","ENSOCUG00000012947","SPCS2","ortholog_one2one"
"ENSMODG00000007151","XRRA1","ENSDNOG00000018998","XRRA1","ortholog_one2one","ENSOCUG00000012514","XRRA1","ortholog_one2one"
"ENSMODG00000007163","RNF169","ENSDNOG00000003895","RNF169","ortholog_one2one","ENSOCUG00000001789","RNF169","ortholog_one2one"
"ENSMODG00000007176","CHRDL2","ENSDNOG00000004316","CHRDL2","ortholog_one2one","ENSOCUG00000022782","CHRDL2","ortholog_one2one"
"ENSMODG00000000446","LRP8","ENSDNOG00000030746","LRP8","ortholog_one2one","ENSOCUG00000016645","LRP8","ortholog_one2one"
"ENSMODG00000007196","POLD3","ENSDNOG00000010554","POLD3","ortholog_one2one","ENSOCUG00000002523","POLD3","ortholog_one2one"
"ENSMODG00000000462","MAGOH","ENSDNOG00000005997","MAGOH","ortholog_one2one","ENSOCUG00000001880","MAGOH","ortholog_one2one"
"ENSMODG00000007202","LIPT2","ENSDNOG00000008392","LIPT2","ortholog_one2one","ENSOCUG00000027791","LIPT2","ortholog_one2one"
"ENSMODG00000007209","KCNE3","ENSDNOG00000016060","KCNE3","ortholog_one2one","ENSOCUG00000016447","KCNE3","ortholog_one2one"
"ENSMODG00000007397","P4HA3","ENSDNOG00000008987","P4HA3","ortholog_one2one","ENSOCUG00000010111","P4HA3","ortholog_one2one"
"ENSMODG00000007448","C2CD3","ENSDNOG00000016716","C2CD3","ortholog_one2one","ENSOCUG00000004011","C2CD3","ortholog_one2one"
"ENSMODG00000000470","C1orf123","ENSDNOG00000049554","C1orf123","ortholog_one2one","ENSOCUG00000029317","C1orf123","ortholog_one2one"
"ENSMODG00000007498","UCP2","ENSDNOG00000031735","UCP2","ortholog_one2one","ENSOCUG00000012591","UCP2","ortholog_one2one"
"ENSMODG00000007006","NR2C2AP","ENSDNOG00000042858","NR2C2AP","ortholog_one2one","ENSOCUG00000027432","NR2C2AP","ortholog_one2one"
"ENSMODG00000007547","DNAJB13","ENSDNOG00000000529","DNAJB13","ortholog_one2one","ENSOCUG00000012583","DNAJB13","ortholog_one2one"
"ENSMODG00000028358","NCAN","ENSDNOG00000042104","NCAN","ortholog_one2one","ENSOCUG00000021271","NCAN","ortholog_one2one"
"ENSMODG00000007569","PAAF1","ENSDNOG00000045529","PAAF1","ortholog_one2one","ENSOCUG00000012572","PAAF1","ortholog_one2one"
"ENSMODG00000024020","COA4","ENSDNOG00000008154","COA4","ortholog_one2one","ENSOCUG00000012571","COA4","ortholog_one2one"
"ENSMODG00000007089","SUGP1","ENSDNOG00000045088","SUGP1","ortholog_one2one","ENSOCUG00000024634","SUGP1","ortholog_one2one"
"ENSMODG00000007600","","ENSDNOG00000042746","","ortholog_one2one","ENSOCUG00000009297","RAB6C","ortholog_one2one"
"ENSMODG00000007162","MAU2","ENSDNOG00000045167","MAU2","ortholog_one2one","ENSOCUG00000002263","MAU2","ortholog_one2one"
"ENSMODG00000000481","CPT2","ENSDNOG00000018355","CPT2","ortholog_one2one","ENSOCUG00000016639","CPT2","ortholog_one2one"
"ENSMODG00000000493","SLC1A7","ENSDNOG00000036322","SLC1A7","ortholog_one2one","ENSOCUG00000002569","SLC1A7","ortholog_one2one"
"ENSMODG00000024019","PLEKHB1","ENSDNOG00000045435","PLEKHB1","ortholog_one2one","ENSOCUG00000007621","PLEKHB1","ortholog_one2one"
"ENSMODG00000007189","GATAD2A","ENSDNOG00000041689","GATAD2A","ortholog_one2one","ENSOCUG00000017513","GATAD2A","ortholog_one2one"
"ENSMODG00000000542","ECHDC2","ENSDNOG00000041616","ECHDC2","ortholog_one2one","ENSOCUG00000016774","ECHDC2","ortholog_one2one"
"ENSMODG00000023787","TSSK6","ENSDNOG00000043584","TSSK6","ortholog_one2one","ENSOCUG00000026975","TSSK6","ortholog_one2one"
"ENSMODG00000007608","FAM168A","ENSDNOG00000006315","FAM168A","ortholog_one2one","ENSOCUG00000000318","FAM168A","ortholog_one2one"
"ENSMODG00000007624","RELT","ENSDNOG00000049523","RELT","ortholog_one2one","ENSOCUG00000025119","RELT","ortholog_one2one"
"ENSMODG00000000552","ZYG11A","ENSDNOG00000012176","ZYG11A","ortholog_one2one","ENSOCUG00000023070","ZYG11A","ortholog_one2one"
"ENSMODG00000007653","ARHGEF17","ENSDNOG00000046184","ARHGEF17","ortholog_one2one","ENSOCUG00000029716","ARHGEF17","ortholog_one2one"
"ENSMODG00000024017","P2RY6","ENSDNOG00000018881","P2RY6","ortholog_one2one","ENSOCUG00000017568","P2RY6","ortholog_one2one"
"ENSMODG00000000569","ZYG11B","ENSDNOG00000005597","ZYG11B","ortholog_one2one","ENSOCUG00000003181","ZYG11B","ortholog_one2one"
"ENSMODG00000007664","P2RY2","ENSDNOG00000045004","P2RY2","ortholog_one2one","ENSOCUG00000013929","P2RY2","ortholog_one2one"
"ENSMODG00000007713","FCHSD2","ENSDNOG00000009658","FCHSD2","ortholog_one2one","ENSOCUG00000010457","FCHSD2","ortholog_one2one"
"ENSMODG00000007739","ATG16L2","ENSDNOG00000003409","ATG16L2","ortholog_one2one","ENSOCUG00000010446","ATG16L2","ortholog_one2one"
"ENSMODG00000007754","STARD10","ENSDNOG00000041293","STARD10","ortholog_one2one","ENSOCUG00000021327","STARD10","ortholog_one2one"
"ENSMODG00000007803","ARAP1","ENSDNOG00000011551","ARAP1","ortholog_one2one","ENSOCUG00000021605","ARAP1","ortholog_one2one"
"ENSMODG00000007870","PDE2A","ENSDNOG00000032894","PDE2A","ortholog_one2one","ENSOCUG00000014917","PDE2A","ortholog_one2one"
"ENSMODG00000025418","COBLL1","ENSDNOG00000045031","COBLL1","ortholog_one2one","ENSOCUG00000017272","COBLL1","ortholog_one2one"
"ENSMODG00000000588","GPX7","ENSDNOG00000036505","GPX7","ortholog_one2one","ENSOCUG00000007319","GPX7","ortholog_one2one"
"ENSMODG00000000618","ZCCHC11","ENSDNOG00000013920","ZCCHC11","ortholog_one2one","ENSOCUG00000002390","ZCCHC11","ortholog_one2one"
"ENSMODG00000007882","PHOX2A","ENSDNOG00000009839","PHOX2A","ortholog_one2one","ENSOCUG00000000169","PHOX2A","ortholog_one2one"
"ENSMODG00000008002","INPPL1","ENSDNOG00000009804","INPPL1","ortholog_one2one","ENSOCUG00000000167","INPPL1","ortholog_one2one"
"ENSMODG00000000666","ORC1","ENSDNOG00000013883","ORC1","ortholog_one2one","ENSOCUG00000000962","ORC1","ortholog_one2one"
"ENSMODG00000000730","CC2D1B","ENSDNOG00000017180","CC2D1B","ortholog_one2one","ENSOCUG00000000959","CC2D1B","ortholog_one2one"
"ENSMODG00000008057","LRTOMT","ENSDNOG00000038196","LRTOMT","ortholog_one2one","ENSOCUG00000026896","LRTOMT","ortholog_one2one"
"ENSMODG00000025409","ZFYVE9","ENSDNOG00000008484","ZFYVE9","ortholog_one2one","ENSOCUG00000000956","ZFYVE9","ortholog_one2one"
