"mdom_ensembl_gid","mdom_feature_length"
"ENSMODG00000012984",928
"ENSMODG00000012985",4067
"ENSMODG00000012987",2633
"ENSMODG00000012988",5089
"ENSMODG00000012989",1648
"ENSMODG00000012990",1247
"ENSMODG00000012994",636
"ENSMODG00000012996",5076
"ENSMODG00000012998",5855
"ENSMODG00000012999",4324
"ENSMODG00000013001",2898
"ENSMODG00000013005",804
"ENSMODG00000013007",1063
"ENSMODG00000013008",2968
"ENSMODG00000013009",1407
"ENSMODG00000013010",5994
"ENSMODG00000013011",5261
"ENSMODG00000013013",2909
"ENSMODG00000013014",840
"ENSMODG00000013015",426
"ENSMODG00000013016",4016
"ENSMODG00000013018",1326
"ENSMODG00000013019",3949
"ENSMODG00000013020",1558
"ENSMODG00000013022",3470
"ENSMODG00000013023",1326
"ENSMODG00000013024",10397
"ENSMODG00000013026",2103
"ENSMODG00000013027",963
"ENSMODG00000013028",1186
"ENSMODG00000013029",2595
"ENSMODG00000013030",2255
"ENSMODG00000013032",1869
"ENSMODG00000013033",6847
"ENSMODG00000013034",315
"ENSMODG00000013035",2434
"ENSMODG00000013036",1201
"ENSMODG00000013037",7261
"ENSMODG00000013038",5608
"ENSMODG00000013039",2356
"ENSMODG00000013040",405
"ENSMODG00000013041",5619
"ENSMODG00000013042",2196
"ENSMODG00000013043",8179
"ENSMODG00000013044",4997
"ENSMODG00000013046",345
"ENSMODG00000013047",7437
"ENSMODG00000013048",345
"ENSMODG00000013049",4456
"ENSMODG00000013050",339
"ENSMODG00000013051",360
"ENSMODG00000013052",1891
"ENSMODG00000013053",4581
"ENSMODG00000013054",1133
"ENSMODG00000013055",318
"ENSMODG00000013056",1996
"ENSMODG00000013057",2255
"ENSMODG00000013058",339
"ENSMODG00000013059",363
"ENSMODG00000013060",5190
"ENSMODG00000013061",345
"ENSMODG00000013062",366
"ENSMODG00000013064",3311
"ENSMODG00000013065",336
"ENSMODG00000013066",1311
"ENSMODG00000013068",5868
"ENSMODG00000013069",2581
"ENSMODG00000013070",363
"ENSMODG00000013071",2780
"ENSMODG00000013072",336
"ENSMODG00000013073",9606
"ENSMODG00000013074",393
"ENSMODG00000013075",957
"ENSMODG00000013076",1281
"ENSMODG00000013077",360
"ENSMODG00000013078",393
"ENSMODG00000013079",5779
"ENSMODG00000013080",402
"ENSMODG00000013081",372
"ENSMODG00000013083",2301
"ENSMODG00000013084",5065
"ENSMODG00000013085",2277.5
"ENSMODG00000013086",1573
"ENSMODG00000013087",4888
"ENSMODG00000013088",3847
"ENSMODG00000013089",1163
"ENSMODG00000013090",1134
"ENSMODG00000013091",315
"ENSMODG00000013093",516
"ENSMODG00000013094",4679
"ENSMODG00000013095",4761
"ENSMODG00000013097",2835
"ENSMODG00000013098",3689
"ENSMODG00000013099",3165
"ENSMODG00000013100",4407
"ENSMODG00000013102",2798
"ENSMODG00000013103",1887
"ENSMODG00000013104",4031
"ENSMODG00000013105",1593
"ENSMODG00000013107",3895
"ENSMODG00000013108",1847
"ENSMODG00000013110",5981
"ENSMODG00000013111",8505
"ENSMODG00000013112",1395
"ENSMODG00000013113",5586
"ENSMODG00000013114",5155
"ENSMODG00000013116",873
"ENSMODG00000013117",645
"ENSMODG00000013118",4541
"ENSMODG00000013121",2553
"ENSMODG00000013122",1893
"ENSMODG00000013124",1260
"ENSMODG00000013125",3212
"ENSMODG00000013126",3695
"ENSMODG00000013127",681
"ENSMODG00000013128",5421.5
"ENSMODG00000013129",4768
"ENSMODG00000013130",3241
"ENSMODG00000013131",1382
"ENSMODG00000013132",4919
"ENSMODG00000013134",8912
"ENSMODG00000013135",885
"ENSMODG00000013136",1710
"ENSMODG00000013137",4416
"ENSMODG00000013138",582.5
"ENSMODG00000013139",1772
"ENSMODG00000013141",1628
"ENSMODG00000013142",10577
"ENSMODG00000013144",5405
"ENSMODG00000013145",4132
"ENSMODG00000013146",4811
"ENSMODG00000013147",620
"ENSMODG00000013148",1770
"ENSMODG00000013150",3523
"ENSMODG00000013151",3558
"ENSMODG00000013152",6181
"ENSMODG00000013153",861
"ENSMODG00000013154",3067
"ENSMODG00000013155",675
"ENSMODG00000013156",1908
"ENSMODG00000013158",10516
"ENSMODG00000013159",1917
"ENSMODG00000013160",5130
"ENSMODG00000013161",1433
"ENSMODG00000013164",963
"ENSMODG00000013167",3438
"ENSMODG00000013168",6102
"ENSMODG00000013169",3121
"ENSMODG00000013170",279
"ENSMODG00000013171",3487
"ENSMODG00000013173",805
"ENSMODG00000013175",5492
"ENSMODG00000013177",4341
"ENSMODG00000013178",1524
"ENSMODG00000013180",4180
"ENSMODG00000013181",3627
"ENSMODG00000013182",1738
"ENSMODG00000013185",375
"ENSMODG00000013186",2532
"ENSMODG00000013187",5051
"ENSMODG00000013188",489
"ENSMODG00000013190",1911
"ENSMODG00000013191",2740
"ENSMODG00000013192",3343
"ENSMODG00000013193",6925
"ENSMODG00000013194",3060
"ENSMODG00000013196",2161
"ENSMODG00000013198",1152
"ENSMODG00000013199",5688
"ENSMODG00000013200",645
"ENSMODG00000013202",4525
"ENSMODG00000013204",2423
"ENSMODG00000013205",8891
"ENSMODG00000013206",6192
"ENSMODG00000013207",5518
"ENSMODG00000013209",3067
"ENSMODG00000013210",3625
"ENSMODG00000013211",3316
"ENSMODG00000013212",4157
"ENSMODG00000013213",1507
"ENSMODG00000013214",5541
"ENSMODG00000013215",732
"ENSMODG00000013216",5779
"ENSMODG00000013217",534
"ENSMODG00000013218",14523
"ENSMODG00000013219",2417
"ENSMODG00000013220",2519.5
"ENSMODG00000013221",2488
"ENSMODG00000013225",4896
"ENSMODG00000013226",2373
"ENSMODG00000013227",1902
"ENSMODG00000013228",4773
"ENSMODG00000013229",5607
"ENSMODG00000013232",2556
"ENSMODG00000013236",615
"ENSMODG00000013237",877
"ENSMODG00000013238",6292
"ENSMODG00000013242",1209
"ENSMODG00000013243",1491
"ENSMODG00000013247",974
"ENSMODG00000013248",2002
"ENSMODG00000013249",3105
"ENSMODG00000013250",7191
"ENSMODG00000013252",2127
"ENSMODG00000013253",1478
"ENSMODG00000013255",2198
"ENSMODG00000013259",1708
"ENSMODG00000013260",429
"ENSMODG00000013262",2448
"ENSMODG00000013263",4084
"ENSMODG00000013264",1679
"ENSMODG00000013265",2227
"ENSMODG00000013266",309
"ENSMODG00000013267",1185
"ENSMODG00000013268",306
"ENSMODG00000013269",1842
"ENSMODG00000013272",662.5
"ENSMODG00000013273",3733
"ENSMODG00000013274",861.5
"ENSMODG00000013275",2282
"ENSMODG00000013278",432
"ENSMODG00000013280",2103
"ENSMODG00000013281",8811
"ENSMODG00000013282",15652
"ENSMODG00000013284",2423
"ENSMODG00000013285",2281
"ENSMODG00000013286",665
"ENSMODG00000013288",5772.5
"ENSMODG00000013289",5652
"ENSMODG00000013290",13758
"ENSMODG00000013291",1257
"ENSMODG00000013292",1755
"ENSMODG00000013294",902
"ENSMODG00000013295",701
"ENSMODG00000013296",3374
"ENSMODG00000013297",7316
"ENSMODG00000013298",4923
"ENSMODG00000013299",1014
"ENSMODG00000013300",6271
"ENSMODG00000013302",2008
"ENSMODG00000013303",8355
"ENSMODG00000013304",2433
"ENSMODG00000013305",3941
"ENSMODG00000013307",2505
"ENSMODG00000013308",2554
"ENSMODG00000013309",2494
"ENSMODG00000013310",1350
"ENSMODG00000013311",624
"ENSMODG00000013312",1818
"ENSMODG00000013313",4233
"ENSMODG00000013314",305
"ENSMODG00000013315",8608
"ENSMODG00000013316",1892
"ENSMODG00000013317",1854
"ENSMODG00000013318",3359
"ENSMODG00000013319",3518
"ENSMODG00000013320",3553
"ENSMODG00000013321",2681
"ENSMODG00000013322",2576
"ENSMODG00000013323",1583
"ENSMODG00000013324",2489
"ENSMODG00000013325",2529
"ENSMODG00000013326",2210
"ENSMODG00000013328",1266
"ENSMODG00000013329",4635
"ENSMODG00000013330",657
"ENSMODG00000013332",1838
"ENSMODG00000013333",2954
"ENSMODG00000013334",384
"ENSMODG00000013335",906
"ENSMODG00000013336",1132
"ENSMODG00000013337",2738
"ENSMODG00000013338",441
"ENSMODG00000013339",4032
"ENSMODG00000013340",556
"ENSMODG00000013341",888
"ENSMODG00000013342",981
"ENSMODG00000013343",1500
"ENSMODG00000013344",1641
"ENSMODG00000013345",783
"ENSMODG00000013346",386
"ENSMODG00000013348",2234
"ENSMODG00000013350",2417
"ENSMODG00000013351",1138
"ENSMODG00000013352",309
"ENSMODG00000013353",2921.5
"ENSMODG00000013354",1545
"ENSMODG00000013355",1003
"ENSMODG00000013356",1605
"ENSMODG00000013357",1843
"ENSMODG00000013358",5428
"ENSMODG00000013359",1239
"ENSMODG00000013360",4784
"ENSMODG00000013361",1467
"ENSMODG00000013362",3249
"ENSMODG00000013363",4333
"ENSMODG00000013364",4869
"ENSMODG00000013365",3176
"ENSMODG00000013366",2040
"ENSMODG00000013367",1281
"ENSMODG00000013369",278
"ENSMODG00000013370",6255
"ENSMODG00000013371",1493
"ENSMODG00000013374",4360
"ENSMODG00000013375",7132
"ENSMODG00000013377",327
"ENSMODG00000013378",1839
"ENSMODG00000013379",1809
"ENSMODG00000013380",1560
"ENSMODG00000013382",1143
"ENSMODG00000013383",906
"ENSMODG00000013384",6196
"ENSMODG00000013385",2419
"ENSMODG00000013386",1989
"ENSMODG00000013388",2163
"ENSMODG00000013389",2797
"ENSMODG00000013390",2723
"ENSMODG00000013391",2162
"ENSMODG00000013392",1215
"ENSMODG00000013393",161
"ENSMODG00000013395",967
"ENSMODG00000013396",150
"ENSMODG00000013399",627
"ENSMODG00000013400",2061
"ENSMODG00000013401",1642
"ENSMODG00000013402",315
"ENSMODG00000013403",4070
"ENSMODG00000013404",6054
"ENSMODG00000013405",2969
"ENSMODG00000013406",2924
"ENSMODG00000013407",5139
"ENSMODG00000013408",2817
"ENSMODG00000013409",3020
"ENSMODG00000013410",2199
"ENSMODG00000013411",3630
"ENSMODG00000013412",606
"ENSMODG00000013413",2025
"ENSMODG00000013414",4468
"ENSMODG00000013415",5457
"ENSMODG00000013416",7262
"ENSMODG00000013417",2825
"ENSMODG00000013418",3926
"ENSMODG00000013419",1224
"ENSMODG00000013423",5568
"ENSMODG00000013424",1856
"ENSMODG00000013425",1482
"ENSMODG00000013426",5070
"ENSMODG00000013427",523
"ENSMODG00000013428",7448
"ENSMODG00000013429",1611
"ENSMODG00000013430",2585
"ENSMODG00000013431",463
"ENSMODG00000013432",5104
"ENSMODG00000013433",1921
"ENSMODG00000013434",1637
"ENSMODG00000013436",1577
"ENSMODG00000013437",2115
"ENSMODG00000013438",849
"ENSMODG00000013439",5596
"ENSMODG00000013440",1764
"ENSMODG00000013441",1716
"ENSMODG00000013442",1335
"ENSMODG00000013443",2132
"ENSMODG00000013445",3276
"ENSMODG00000013446",7813
"ENSMODG00000013447",4191.5
"ENSMODG00000013448",4792
"ENSMODG00000013449",1401
"ENSMODG00000013450",573
"ENSMODG00000013451",516
"ENSMODG00000013453",2867
"ENSMODG00000013454",2316
"ENSMODG00000013455",2369
"ENSMODG00000013456",1822
"ENSMODG00000013457",1425.5
"ENSMODG00000013458",435
"ENSMODG00000013459",3512
"ENSMODG00000013460",3861
"ENSMODG00000013461",4887
"ENSMODG00000013462",11889
"ENSMODG00000013463",4496
"ENSMODG00000013464",817
"ENSMODG00000013465",5257
"ENSMODG00000013466",1332
"ENSMODG00000013467",6523
"ENSMODG00000013468",6471
"ENSMODG00000013469",1818
"ENSMODG00000013470",964.5
"ENSMODG00000013472",1818
"ENSMODG00000013473",1653
"ENSMODG00000013474",16567
"ENSMODG00000013475",3842
"ENSMODG00000013476",3051
"ENSMODG00000013477",680
"ENSMODG00000013478",2636
"ENSMODG00000013479",2108
"ENSMODG00000013482",7299
"ENSMODG00000013483",2657
"ENSMODG00000013484",1623
"ENSMODG00000013485",2703
"ENSMODG00000013486",1573
"ENSMODG00000013487",6080
"ENSMODG00000013488",1011
"ENSMODG00000013489",7590
"ENSMODG00000013490",639
"ENSMODG00000013491",8118
"ENSMODG00000013492",1374
"ENSMODG00000013493",3253
"ENSMODG00000013494",3335
"ENSMODG00000013496",1573
"ENSMODG00000013500",1825
"ENSMODG00000013501",321
"ENSMODG00000013502",518
"ENSMODG00000013504",2927
"ENSMODG00000013505",6049
"ENSMODG00000013506",1874
"ENSMODG00000013507",1415
"ENSMODG00000013508",5437
"ENSMODG00000013509",561
"ENSMODG00000013511",1044
"ENSMODG00000013512",1419
"ENSMODG00000013513",4408
"ENSMODG00000013514",1998
"ENSMODG00000013515",2683
"ENSMODG00000013516",2197
"ENSMODG00000013517",2463
"ENSMODG00000013518",2140
"ENSMODG00000013521",1924
"ENSMODG00000013522",957
"ENSMODG00000013523",1902.5
"ENSMODG00000013525",3290
"ENSMODG00000013527",3313
"ENSMODG00000013528",1058.5
"ENSMODG00000013530",1048
"ENSMODG00000013531",3982
"ENSMODG00000013532",2640
"ENSMODG00000013533",4234
"ENSMODG00000013534",5226
"ENSMODG00000013535",705
"ENSMODG00000013536",2590
"ENSMODG00000013537",695
"ENSMODG00000013539",528
"ENSMODG00000013540",833
"ENSMODG00000013541",2014
"ENSMODG00000013542",2004
"ENSMODG00000013543",5202
"ENSMODG00000013544",1318
"ENSMODG00000013545",450
"ENSMODG00000013546",5203
"ENSMODG00000013547",1235
"ENSMODG00000013548",2203
"ENSMODG00000013549",894
"ENSMODG00000013550",1398
"ENSMODG00000013551",1644
"ENSMODG00000013552",6634
"ENSMODG00000013553",1772
"ENSMODG00000013554",1405.5
"ENSMODG00000013559",11318
"ENSMODG00000013560",4111
"ENSMODG00000013561",6261
"ENSMODG00000013562",1826
"ENSMODG00000013563",1665
"ENSMODG00000013564",6998
"ENSMODG00000013565",5685
"ENSMODG00000013566",700
"ENSMODG00000013567",1743
"ENSMODG00000013568",9832
"ENSMODG00000013569",1647
"ENSMODG00000013570",3655
"ENSMODG00000013572",2649
"ENSMODG00000013574",6845
"ENSMODG00000013575",2228
"ENSMODG00000013577",1633
"ENSMODG00000013578",3314
"ENSMODG00000013580",579
"ENSMODG00000013581",4824
"ENSMODG00000013582",1890
"ENSMODG00000013584",4411
"ENSMODG00000013585",1486
"ENSMODG00000013586",2034
"ENSMODG00000013587",3210
"ENSMODG00000013588",1482
"ENSMODG00000013592",4515
"ENSMODG00000013593",1941
"ENSMODG00000013594",912
"ENSMODG00000013595",1134.5
"ENSMODG00000013596",1296
"ENSMODG00000013598",2579
"ENSMODG00000013599",6270
"ENSMODG00000013600",1683
"ENSMODG00000013601",3051
"ENSMODG00000013602",660
"ENSMODG00000013603",4173.5
"ENSMODG00000013604",2246
"ENSMODG00000013605",282
"ENSMODG00000013606",3033
"ENSMODG00000013607",1008
"ENSMODG00000013609",3980.5
"ENSMODG00000013610",6431
"ENSMODG00000013611",2191
"ENSMODG00000013612",2082
"ENSMODG00000013613",3469
"ENSMODG00000013614",6922
"ENSMODG00000013615",4210
"ENSMODG00000013616",1950
"ENSMODG00000013617",387
"ENSMODG00000013618",1501
"ENSMODG00000013620",1363
"ENSMODG00000013621",321
"ENSMODG00000013624",1584
"ENSMODG00000013627",948
"ENSMODG00000013629",3864
"ENSMODG00000013630",827
"ENSMODG00000013632",780
"ENSMODG00000013633",2085
"ENSMODG00000013635",3806
"ENSMODG00000013636",6790
"ENSMODG00000013637",2944
"ENSMODG00000013640",216
"ENSMODG00000013641",1020
"ENSMODG00000013642",1184
"ENSMODG00000013643",2958
"ENSMODG00000013644",3115
"ENSMODG00000013645",1869
"ENSMODG00000013647",945
"ENSMODG00000013648",2091
"ENSMODG00000013649",1066
"ENSMODG00000013650",1322
"ENSMODG00000013652",5846
"ENSMODG00000013653",1823
"ENSMODG00000013654",3304
"ENSMODG00000013655",7052
"ENSMODG00000013656",2377
"ENSMODG00000013657",603
"ENSMODG00000013658",1022
"ENSMODG00000013660",6401
"ENSMODG00000013661",1108
"ENSMODG00000013663",1077
"ENSMODG00000013664",1173
"ENSMODG00000013665",1713
"ENSMODG00000013667",4078
"ENSMODG00000013668",2338
"ENSMODG00000013669",4155
"ENSMODG00000013670",7425
"ENSMODG00000013671",1524
"ENSMODG00000013672",3578
"ENSMODG00000013674",360
"ENSMODG00000013675",1125
"ENSMODG00000013676",2349
"ENSMODG00000013677",3137
"ENSMODG00000013678",6164
"ENSMODG00000013679",909
"ENSMODG00000013680",1779
"ENSMODG00000013681",7569
"ENSMODG00000013682",1558
"ENSMODG00000013683",1061
"ENSMODG00000013685",483
"ENSMODG00000013686",6591
"ENSMODG00000013688",843
"ENSMODG00000013689",321
"ENSMODG00000013690",3653
"ENSMODG00000013691",3727
"ENSMODG00000013692",2038
"ENSMODG00000013693",3290
"ENSMODG00000013694",1983
"ENSMODG00000013695",1422
"ENSMODG00000013696",4434
"ENSMODG00000013697",1473
"ENSMODG00000013699",1635
"ENSMODG00000013700",570
"ENSMODG00000013701",1545
"ENSMODG00000013702",1090
"ENSMODG00000013703",1765
"ENSMODG00000013704",1209
"ENSMODG00000013707",2069
"ENSMODG00000013708",8330
"ENSMODG00000013709",3199
"ENSMODG00000013711",1317
"ENSMODG00000013712",2075
"ENSMODG00000013713",2335
"ENSMODG00000013714",705
"ENSMODG00000013715",3593
"ENSMODG00000013717",3905
"ENSMODG00000013718",3921
"ENSMODG00000013719",1029
"ENSMODG00000013720",2654
"ENSMODG00000013721",2446
"ENSMODG00000013723",2147
"ENSMODG00000013724",5841
"ENSMODG00000013725",1755
"ENSMODG00000013726",603
"ENSMODG00000013727",4429
"ENSMODG00000013728",4153
"ENSMODG00000013729",678
"ENSMODG00000013730",672
"ENSMODG00000013731",5694
"ENSMODG00000013732",7322
"ENSMODG00000013733",3836
"ENSMODG00000013734",1920
"ENSMODG00000013735",858
"ENSMODG00000013737",2546
"ENSMODG00000013739",2990
"ENSMODG00000013740",2136
"ENSMODG00000013741",2512
"ENSMODG00000013742",3345
"ENSMODG00000013743",2536
"ENSMODG00000013744",967
"ENSMODG00000013745",2017
"ENSMODG00000013746",8320
"ENSMODG00000013747",569
"ENSMODG00000013748",1371
"ENSMODG00000013749",1866
"ENSMODG00000013750",369
"ENSMODG00000013751",345
"ENSMODG00000013752",4839
"ENSMODG00000013753",3454
"ENSMODG00000013754",2013
"ENSMODG00000013755",2922
"ENSMODG00000013756",1689
"ENSMODG00000013757",7074
"ENSMODG00000013758",1623
"ENSMODG00000013759",4225
"ENSMODG00000013760",5759
"ENSMODG00000013761",6610
"ENSMODG00000013762",4529
"ENSMODG00000013763",3507
"ENSMODG00000013764",20169
"ENSMODG00000013765",2707
"ENSMODG00000013766",1798
"ENSMODG00000013767",618
"ENSMODG00000013768",1632
"ENSMODG00000013769",3075
"ENSMODG00000013770",1591
"ENSMODG00000013771",5413
"ENSMODG00000013772",603
"ENSMODG00000013773",5463
"ENSMODG00000013774",6581
"ENSMODG00000013775",2231
"ENSMODG00000013776",1392
"ENSMODG00000013777",882
"ENSMODG00000013778",4824
"ENSMODG00000013779",1218
"ENSMODG00000013780",3003
"ENSMODG00000013781",1029
"ENSMODG00000013782",5256
"ENSMODG00000013783",4332
"ENSMODG00000013784",8679
"ENSMODG00000013785",5992
"ENSMODG00000013786",483
"ENSMODG00000013787",525
"ENSMODG00000013788",4307
"ENSMODG00000013789",2615
"ENSMODG00000013790",687
"ENSMODG00000013791",459
"ENSMODG00000013792",1705
"ENSMODG00000013793",345
"ENSMODG00000013795",465
"ENSMODG00000013796",1915
"ENSMODG00000013799",489
"ENSMODG00000013800",849
"ENSMODG00000013801",6249
"ENSMODG00000013802",2495
"ENSMODG00000013803",474
"ENSMODG00000013804",546
"ENSMODG00000013805",3106
"ENSMODG00000013806",1801
"ENSMODG00000013807",1802
"ENSMODG00000013808",459
"ENSMODG00000013809",951
"ENSMODG00000013810",1157
"ENSMODG00000013812",1623
"ENSMODG00000013813",945
"ENSMODG00000013814",1970
"ENSMODG00000013815",828
"ENSMODG00000013816",4873
"ENSMODG00000013817",3657
"ENSMODG00000013819",525
"ENSMODG00000013820",1308
"ENSMODG00000013821",795
"ENSMODG00000013822",536
"ENSMODG00000013823",5021
"ENSMODG00000013824",2277
"ENSMODG00000013825",3235
"ENSMODG00000013826",3114
"ENSMODG00000013827",2724
"ENSMODG00000013831",8778
"ENSMODG00000013832",2457
"ENSMODG00000013833",862
"ENSMODG00000013834",1311
"ENSMODG00000013835",547
"ENSMODG00000013836",1187
"ENSMODG00000013839",1818
"ENSMODG00000013840",1736
"ENSMODG00000013841",1464
"ENSMODG00000013842",3690
"ENSMODG00000013843",992
"ENSMODG00000013844",1995
"ENSMODG00000013845",852
"ENSMODG00000013846",2328
"ENSMODG00000013847",228
"ENSMODG00000013849",246
"ENSMODG00000013850",4536
"ENSMODG00000013851",2034
"ENSMODG00000013852",3047
"ENSMODG00000013854",4227
"ENSMODG00000013855",7128
"ENSMODG00000013856",1043
"ENSMODG00000013858",315
"ENSMODG00000013859",2594
"ENSMODG00000013861",4445
"ENSMODG00000013862",1164
"ENSMODG00000013863",1632
"ENSMODG00000013865",5083
"ENSMODG00000013866",2536
"ENSMODG00000013867",3735
"ENSMODG00000013869",1098
"ENSMODG00000013871",1698
"ENSMODG00000013872",2521
"ENSMODG00000013873",981
"ENSMODG00000013874",996
"ENSMODG00000013875",1220.5
"ENSMODG00000013876",6324
"ENSMODG00000013877",876
"ENSMODG00000013878",1572
"ENSMODG00000013879",678
"ENSMODG00000013880",987
"ENSMODG00000013881",1470
"ENSMODG00000013882",2881
"ENSMODG00000013883",304.5
"ENSMODG00000013884",5927
"ENSMODG00000013885",4676
"ENSMODG00000013886",2072
"ENSMODG00000013888",2364
"ENSMODG00000013889",504
"ENSMODG00000013890",3909
"ENSMODG00000013891",414
"ENSMODG00000013894",1064
"ENSMODG00000013895",5053
"ENSMODG00000013897",420
"ENSMODG00000013898",2505
"ENSMODG00000013899",508
"ENSMODG00000013901",825
"ENSMODG00000013902",2086
"ENSMODG00000013903",1431
"ENSMODG00000013904",1937
"ENSMODG00000013906",1290
"ENSMODG00000013907",633
"ENSMODG00000013908",669
"ENSMODG00000013909",4102
"ENSMODG00000013910",3316
"ENSMODG00000013911",762
"ENSMODG00000013912",2663
"ENSMODG00000013913",711
"ENSMODG00000013914",4371
"ENSMODG00000013916",2871
"ENSMODG00000013917",6566
"ENSMODG00000013918",834
"ENSMODG00000013920",531
"ENSMODG00000013921",2139
"ENSMODG00000013922",1485
"ENSMODG00000013923",495
"ENSMODG00000013925",1299
"ENSMODG00000013926",3907
"ENSMODG00000013928",3238
"ENSMODG00000013929",3387
"ENSMODG00000013930",6938
"ENSMODG00000013932",717
"ENSMODG00000013933",3025
"ENSMODG00000013934",3155
"ENSMODG00000013936",834
"ENSMODG00000013938",309
"ENSMODG00000013939",1944
"ENSMODG00000013940",291
"ENSMODG00000013941",840
"ENSMODG00000013942",3638
"ENSMODG00000013943",704
"ENSMODG00000013944",1197
"ENSMODG00000013946",2887
"ENSMODG00000013947",4563
"ENSMODG00000013948",711
"ENSMODG00000013951",690
"ENSMODG00000013952",1445
"ENSMODG00000013953",3000
"ENSMODG00000013954",588
"ENSMODG00000013955",1318
"ENSMODG00000013956",405
"ENSMODG00000013957",1665
"ENSMODG00000013959",720
"ENSMODG00000013961",1032
"ENSMODG00000013962",261
"ENSMODG00000013963",2448
"ENSMODG00000013964",2009
"ENSMODG00000013965",915
"ENSMODG00000013967",667
"ENSMODG00000013968",852
"ENSMODG00000013969",397
"ENSMODG00000013970",3605
"ENSMODG00000013971",369
"ENSMODG00000013972",1278
"ENSMODG00000013975",4692
"ENSMODG00000013976",3981
"ENSMODG00000013977",860
"ENSMODG00000013978",4106
"ENSMODG00000013979",3564
"ENSMODG00000013980",2601
"ENSMODG00000013982",2850
"ENSMODG00000013983",441
"ENSMODG00000013984",3476
"ENSMODG00000013985",4774
"ENSMODG00000013986",6451
"ENSMODG00000013987",1590
"ENSMODG00000013989",1887
"ENSMODG00000013990",3325
"ENSMODG00000013991",6721
"ENSMODG00000013993",3376
"ENSMODG00000013994",7557
"ENSMODG00000013995",9776
"ENSMODG00000013996",743
"ENSMODG00000013998",1044
"ENSMODG00000013999",2397
"ENSMODG00000014000",5047
"ENSMODG00000014001",1419
"ENSMODG00000014002",2548
"ENSMODG00000014003",714
"ENSMODG00000014006",306
"ENSMODG00000014007",14408
"ENSMODG00000014008",6814
"ENSMODG00000014009",2277
"ENSMODG00000014011",2052
"ENSMODG00000014012",5927
"ENSMODG00000014013",738
"ENSMODG00000014017",1670
"ENSMODG00000014018",408
"ENSMODG00000014019",2964
"ENSMODG00000014020",1059
"ENSMODG00000014021",1422
"ENSMODG00000014024",511
"ENSMODG00000014025",921
"ENSMODG00000014027",509
"ENSMODG00000014028",7973
"ENSMODG00000014029",4554
"ENSMODG00000014030",1005
"ENSMODG00000014031",6182
"ENSMODG00000014032",2502
"ENSMODG00000014033",3906
"ENSMODG00000014034",2169
"ENSMODG00000014035",2238
"ENSMODG00000014036",4498
"ENSMODG00000014037",1977
"ENSMODG00000014038",3843
"ENSMODG00000014039",2788
"ENSMODG00000014040",5763
"ENSMODG00000014041",800
"ENSMODG00000014043",12776
"ENSMODG00000014045",1581
"ENSMODG00000014046",4998
"ENSMODG00000014047",2283
"ENSMODG00000014049",891
"ENSMODG00000014050",540
"ENSMODG00000014051",2088
"ENSMODG00000014052",972
"ENSMODG00000014053",9132
"ENSMODG00000014054",1575
"ENSMODG00000014055",1371
"ENSMODG00000014057",585
"ENSMODG00000014058",1871
"ENSMODG00000014059",729
"ENSMODG00000014060",10966
"ENSMODG00000014061",1482
"ENSMODG00000014063",2601
"ENSMODG00000014064",648
"ENSMODG00000014065",1147
"ENSMODG00000014066",3878
"ENSMODG00000014067",807
"ENSMODG00000014068",2459
"ENSMODG00000014069",9386
"ENSMODG00000014071",1614
"ENSMODG00000014072",432
"ENSMODG00000014073",5131
"ENSMODG00000014074",3581
"ENSMODG00000014075",5272
"ENSMODG00000014076",592
"ENSMODG00000014078",5499
"ENSMODG00000014079",6835
"ENSMODG00000014080",948
"ENSMODG00000014081",1215
"ENSMODG00000014082",5496
"ENSMODG00000014083",1171
"ENSMODG00000014084",774
"ENSMODG00000014085",1446
"ENSMODG00000014086",657
"ENSMODG00000014087",1570
"ENSMODG00000014088",960
"ENSMODG00000014089",3276
"ENSMODG00000014090",2197
"ENSMODG00000014091",1600
"ENSMODG00000014092",1473
"ENSMODG00000014095",1898
"ENSMODG00000014096",774
"ENSMODG00000014097",2508
"ENSMODG00000014098",1955
"ENSMODG00000014099",567
"ENSMODG00000014100",465
"ENSMODG00000014101",4030
"ENSMODG00000014102",561
"ENSMODG00000014103",728
"ENSMODG00000014104",3726
"ENSMODG00000014105",1955
"ENSMODG00000014106",636
"ENSMODG00000014107",249
"ENSMODG00000014108",976
"ENSMODG00000014111",1605
"ENSMODG00000014112",6594
"ENSMODG00000014114",2836.5
"ENSMODG00000014115",863
"ENSMODG00000014116",589
"ENSMODG00000014121",1704
"ENSMODG00000014123",2667
"ENSMODG00000014124",2494
"ENSMODG00000014125",387
"ENSMODG00000014127",797
"ENSMODG00000014128",4809
"ENSMODG00000014129",7219
"ENSMODG00000014130",4333
"ENSMODG00000014131",9313
"ENSMODG00000014132",2028
"ENSMODG00000014133",5199
"ENSMODG00000014135",3864
"ENSMODG00000014137",3269
"ENSMODG00000014138",1068
"ENSMODG00000014139",2406
"ENSMODG00000014140",1080
"ENSMODG00000014141",4576
"ENSMODG00000014142",1478
"ENSMODG00000014144",1131
"ENSMODG00000014145",672
"ENSMODG00000014146",2169
"ENSMODG00000014147",4051
"ENSMODG00000014148",1662
"ENSMODG00000014151",1427
"ENSMODG00000014152",1332
"ENSMODG00000014153",999
"ENSMODG00000014154",612
"ENSMODG00000014155",3967
