"dnov_ensembl_gid","dnov_feature_length"
"ENSDNOG00000032973",489
"ENSDNOG00000032974",5804
"ENSDNOG00000032975",1111
"ENSDNOG00000032976",831
"ENSDNOG00000032977",5693
"ENSDNOG00000032978",810
"ENSDNOG00000032979",154
"ENSDNOG00000032980",342
"ENSDNOG00000032981",426
"ENSDNOG00000032982",4627
"ENSDNOG00000032983",202
"ENSDNOG00000032984",456
"ENSDNOG00000032985",132
"ENSDNOG00000032986",107
"ENSDNOG00000032987",672
"ENSDNOG00000032988",306
"ENSDNOG00000032989",2774
"ENSDNOG00000032990",119
"ENSDNOG00000032991",1903
"ENSDNOG00000032992",927
"ENSDNOG00000032993",465
"ENSDNOG00000032994",5750
"ENSDNOG00000032995",93
"ENSDNOG00000032996",1176
"ENSDNOG00000032997",107
"ENSDNOG00000032998",107
"ENSDNOG00000032999",399
"ENSDNOG00000033000",942
"ENSDNOG00000033001",831
"ENSDNOG00000033002",5958
"ENSDNOG00000033003",5604
"ENSDNOG00000033004",125
"ENSDNOG00000033005",214
"ENSDNOG00000033006",134
"ENSDNOG00000033007",3363
"ENSDNOG00000033008",106
"ENSDNOG00000033009",4827
"ENSDNOG00000033010",450
"ENSDNOG00000033011",3426
"ENSDNOG00000033012",939
"ENSDNOG00000033013",975
"ENSDNOG00000033014",570
"ENSDNOG00000033015",408
"ENSDNOG00000033016",5883
"ENSDNOG00000033017",5179
"ENSDNOG00000033018",2398
"ENSDNOG00000033019",747
"ENSDNOG00000033020",107
"ENSDNOG00000033021",957
"ENSDNOG00000033022",4434
"ENSDNOG00000033023",49
"ENSDNOG00000033024",801
"ENSDNOG00000033025",1083.5
"ENSDNOG00000033026",1494
"ENSDNOG00000033027",688.5
"ENSDNOG00000033028",107
"ENSDNOG00000033029",5031.5
"ENSDNOG00000033030",107
"ENSDNOG00000033031",107
"ENSDNOG00000033032",1338
"ENSDNOG00000033033",107
"ENSDNOG00000033034",918
"ENSDNOG00000033035",1935
"ENSDNOG00000033036",2644
"ENSDNOG00000033037",588
"ENSDNOG00000033038",1161
"ENSDNOG00000033039",966
"ENSDNOG00000033040",1599
"ENSDNOG00000033041",107
"ENSDNOG00000033042",2021
"ENSDNOG00000033043",107
"ENSDNOG00000033044",6270
"ENSDNOG00000033045",110
"ENSDNOG00000033046",1362
"ENSDNOG00000033047",384
"ENSDNOG00000033048",1269
"ENSDNOG00000033049",471
"ENSDNOG00000033050",831
"ENSDNOG00000033051",6045
"ENSDNOG00000033052",393
"ENSDNOG00000033053",535.5
"ENSDNOG00000033054",450
"ENSDNOG00000033055",3481
"ENSDNOG00000033056",106
"ENSDNOG00000033057",2314
"ENSDNOG00000033058",399
"ENSDNOG00000033059",4377
"ENSDNOG00000033060",135
"ENSDNOG00000033061",85
"ENSDNOG00000033062",107
"ENSDNOG00000033063",1368
"ENSDNOG00000033064",4372
"ENSDNOG00000033065",1984
"ENSDNOG00000033066",1587
"ENSDNOG00000033067",336
"ENSDNOG00000033068",945
"ENSDNOG00000033069",989
"ENSDNOG00000033070",495
"ENSDNOG00000033071",6945
"ENSDNOG00000033072",270
"ENSDNOG00000033073",888
"ENSDNOG00000033074",405
"ENSDNOG00000033075",879
"ENSDNOG00000033076",130
"ENSDNOG00000033077",5606
"ENSDNOG00000033078",1048.5
"ENSDNOG00000033079",372
"ENSDNOG00000033080",126
"ENSDNOG00000033081",510
"ENSDNOG00000033082",643
"ENSDNOG00000033083",4958
"ENSDNOG00000033084",1641
"ENSDNOG00000033085",106
"ENSDNOG00000033086",164
"ENSDNOG00000033087",109
"ENSDNOG00000033088",948
"ENSDNOG00000033089",936
"ENSDNOG00000033090",312
"ENSDNOG00000033091",2556
"ENSDNOG00000033092",107
"ENSDNOG00000033093",2160
"ENSDNOG00000033094",1458
"ENSDNOG00000033095",702
"ENSDNOG00000033096",1437
"ENSDNOG00000033097",945
"ENSDNOG00000033098",7661
"ENSDNOG00000033099",5134
"ENSDNOG00000033100",135
"ENSDNOG00000033101",107
"ENSDNOG00000033102",975
"ENSDNOG00000033103",107
"ENSDNOG00000033104",429
"ENSDNOG00000033105",6297
"ENSDNOG00000033106",76
"ENSDNOG00000033107",540
"ENSDNOG00000033108",1338
"ENSDNOG00000033109",1117
"ENSDNOG00000033110",133
"ENSDNOG00000033111",4450
"ENSDNOG00000033112",417
"ENSDNOG00000033113",107
"ENSDNOG00000033114",2604
"ENSDNOG00000033115",411
"ENSDNOG00000033116",1059
"ENSDNOG00000033117",1882
"ENSDNOG00000033118",164
"ENSDNOG00000033119",1047
"ENSDNOG00000033120",936
"ENSDNOG00000033121",107
"ENSDNOG00000033122",453
"ENSDNOG00000033123",119
"ENSDNOG00000033124",3859
"ENSDNOG00000033125",3319
"ENSDNOG00000033126",107
"ENSDNOG00000033127",1530.5
"ENSDNOG00000033128",654
"ENSDNOG00000033129",390
"ENSDNOG00000033130",101
"ENSDNOG00000033131",105
"ENSDNOG00000033132",447
"ENSDNOG00000033133",1226
"ENSDNOG00000033134",939
"ENSDNOG00000033135",107
"ENSDNOG00000033136",2688
"ENSDNOG00000033137",933
"ENSDNOG00000033138",1229
"ENSDNOG00000033139",1191
"ENSDNOG00000033140",3478
"ENSDNOG00000033141",3432
"ENSDNOG00000033142",13490
"ENSDNOG00000033143",160
"ENSDNOG00000033144",552
"ENSDNOG00000033145",127
"ENSDNOG00000033146",205
"ENSDNOG00000033147",2662
"ENSDNOG00000033148",657
"ENSDNOG00000033149",5228
"ENSDNOG00000033150",866
"ENSDNOG00000033151",102
"ENSDNOG00000033152",191
"ENSDNOG00000033153",516
"ENSDNOG00000033154",918
"ENSDNOG00000033155",2520
"ENSDNOG00000033156",95
"ENSDNOG00000033157",126
"ENSDNOG00000033158",1909
"ENSDNOG00000033159",1113
"ENSDNOG00000033160",87
"ENSDNOG00000033161",984
"ENSDNOG00000033162",246
"ENSDNOG00000033163",2808
"ENSDNOG00000033164",1134
"ENSDNOG00000033165",306
"ENSDNOG00000033166",1819
"ENSDNOG00000033167",372
"ENSDNOG00000033168",1847
"ENSDNOG00000033169",945
"ENSDNOG00000033170",618
"ENSDNOG00000033171",1002
"ENSDNOG00000033172",291
"ENSDNOG00000033173",106
"ENSDNOG00000033174",107
"ENSDNOG00000033175",687
"ENSDNOG00000033176",136
"ENSDNOG00000033177",107
"ENSDNOG00000033178",1278
"ENSDNOG00000033179",107
"ENSDNOG00000033180",378
"ENSDNOG00000033181",119
"ENSDNOG00000033182",2925
"ENSDNOG00000033183",135
"ENSDNOG00000033184",6720
"ENSDNOG00000033185",4437
"ENSDNOG00000033186",3242
"ENSDNOG00000033187",130
"ENSDNOG00000033188",306
"ENSDNOG00000033189",387
"ENSDNOG00000033190",1584
"ENSDNOG00000033191",493
"ENSDNOG00000033192",2278
"ENSDNOG00000033193",843
"ENSDNOG00000033194",317
"ENSDNOG00000033195",972
"ENSDNOG00000033196",639
"ENSDNOG00000033197",107
"ENSDNOG00000033198",163
"ENSDNOG00000033199",92
"ENSDNOG00000033200",1902
"ENSDNOG00000033201",103
"ENSDNOG00000033202",4811
"ENSDNOG00000033203",62
"ENSDNOG00000033204",1053
"ENSDNOG00000033205",822
"ENSDNOG00000033206",357
"ENSDNOG00000033207",492
"ENSDNOG00000033208",3792
"ENSDNOG00000033209",2446
"ENSDNOG00000033210",2911.5
"ENSDNOG00000033211",2863
"ENSDNOG00000033212",1338
"ENSDNOG00000033213",5294
"ENSDNOG00000033214",205
"ENSDNOG00000033215",264
"ENSDNOG00000033216",105
"ENSDNOG00000033217",2950
"ENSDNOG00000033218",134
"ENSDNOG00000033219",2577
"ENSDNOG00000033220",4933
"ENSDNOG00000033221",122
"ENSDNOG00000033222",1035
"ENSDNOG00000033223",191
"ENSDNOG00000033224",330
"ENSDNOG00000033225",107
"ENSDNOG00000033226",107
"ENSDNOG00000033227",2263
"ENSDNOG00000033228",5062
"ENSDNOG00000033229",399
"ENSDNOG00000033230",930
"ENSDNOG00000033231",2145
"ENSDNOG00000033232",103
"ENSDNOG00000033233",423
"ENSDNOG00000033234",585
"ENSDNOG00000033235",107
"ENSDNOG00000033236",141
"ENSDNOG00000033237",339
"ENSDNOG00000033238",939
"ENSDNOG00000033239",108
"ENSDNOG00000033240",1536
"ENSDNOG00000033241",82
"ENSDNOG00000033242",1599
"ENSDNOG00000033243",1041
"ENSDNOG00000033244",1416
"ENSDNOG00000033245",3464
"ENSDNOG00000033246",4918
"ENSDNOG00000033247",912
"ENSDNOG00000033248",107
"ENSDNOG00000033249",924
"ENSDNOG00000033250",222
"ENSDNOG00000033251",3657
"ENSDNOG00000033252",1170
"ENSDNOG00000033253",573
"ENSDNOG00000033254",969
"ENSDNOG00000033255",5031
"ENSDNOG00000033256",3574
"ENSDNOG00000033257",921
"ENSDNOG00000033258",411
"ENSDNOG00000033259",5390
"ENSDNOG00000033260",7867
"ENSDNOG00000033261",1407
"ENSDNOG00000033262",4230
"ENSDNOG00000033263",3645
"ENSDNOG00000033264",89
"ENSDNOG00000033265",1392
"ENSDNOG00000033266",963
"ENSDNOG00000033267",426
"ENSDNOG00000033268",162
"ENSDNOG00000033269",951
"ENSDNOG00000033270",6906
"ENSDNOG00000033271",132
"ENSDNOG00000033272",698
"ENSDNOG00000033273",669
"ENSDNOG00000033274",1503
"ENSDNOG00000033275",249
"ENSDNOG00000033276",6307
"ENSDNOG00000033277",963
"ENSDNOG00000033278",891
"ENSDNOG00000033279",159
"ENSDNOG00000033280",1983
"ENSDNOG00000033281",948
"ENSDNOG00000033282",105
"ENSDNOG00000033283",1104
"ENSDNOG00000033284",107
"ENSDNOG00000033285",1047
"ENSDNOG00000033286",7482
"ENSDNOG00000033287",1805
"ENSDNOG00000033288",1416
"ENSDNOG00000033289",1117.5
"ENSDNOG00000033290",70
"ENSDNOG00000033291",969
"ENSDNOG00000033292",1721
"ENSDNOG00000033293",951
"ENSDNOG00000033294",107
"ENSDNOG00000033295",6215
"ENSDNOG00000033296",612
"ENSDNOG00000033297",741
"ENSDNOG00000033298",2158
"ENSDNOG00000033299",3906
"ENSDNOG00000033300",107
"ENSDNOG00000033301",87
"ENSDNOG00000033302",933
"ENSDNOG00000033303",943
"ENSDNOG00000033304",125
"ENSDNOG00000033305",1398
"ENSDNOG00000033306",1240
"ENSDNOG00000033307",2241
"ENSDNOG00000033308",3198
"ENSDNOG00000033309",429
"ENSDNOG00000033310",912
"ENSDNOG00000033311",191
"ENSDNOG00000033312",1386
"ENSDNOG00000033313",100
"ENSDNOG00000033314",2172
"ENSDNOG00000033315",107
"ENSDNOG00000033316",1749
"ENSDNOG00000033317",2808
"ENSDNOG00000033318",1533
"ENSDNOG00000033319",107
"ENSDNOG00000033320",4308
"ENSDNOG00000033321",4870
"ENSDNOG00000033322",1587
"ENSDNOG00000033323",312
"ENSDNOG00000033324",432
"ENSDNOG00000033325",105
"ENSDNOG00000033326",887
"ENSDNOG00000033327",107
"ENSDNOG00000033328",159
"ENSDNOG00000033329",1207.5
"ENSDNOG00000033330",4948.5
"ENSDNOG00000033331",1519
"ENSDNOG00000033332",4533
"ENSDNOG00000033333",1665
"ENSDNOG00000033334",777
"ENSDNOG00000033335",1585
"ENSDNOG00000033336",1071
"ENSDNOG00000033337",5138
"ENSDNOG00000033338",94
"ENSDNOG00000033339",137
"ENSDNOG00000033340",153
"ENSDNOG00000033341",107
"ENSDNOG00000033342",2169
"ENSDNOG00000033343",1905
"ENSDNOG00000033344",1496
"ENSDNOG00000033345",969
"ENSDNOG00000033346",107
"ENSDNOG00000033347",1669
"ENSDNOG00000033348",441
"ENSDNOG00000033349",288
"ENSDNOG00000033350",351
"ENSDNOG00000033351",129
"ENSDNOG00000033352",107
"ENSDNOG00000033353",609
"ENSDNOG00000033354",156
"ENSDNOG00000033355",6630
"ENSDNOG00000033356",987
"ENSDNOG00000033357",933
"ENSDNOG00000033358",681
"ENSDNOG00000033359",447
"ENSDNOG00000033360",103
"ENSDNOG00000033361",3798
"ENSDNOG00000033362",2540
"ENSDNOG00000033363",107
"ENSDNOG00000033364",4040.5
"ENSDNOG00000033365",158
"ENSDNOG00000033366",1857
"ENSDNOG00000033367",107
"ENSDNOG00000033368",508.5
"ENSDNOG00000033369",107
"ENSDNOG00000033370",135
"ENSDNOG00000033371",132
"ENSDNOG00000033372",1506
"ENSDNOG00000033373",897
"ENSDNOG00000033374",933
"ENSDNOG00000033375",858
"ENSDNOG00000033376",191
"ENSDNOG00000033377",1002
"ENSDNOG00000033378",2088
"ENSDNOG00000033379",162
"ENSDNOG00000033380",1492
"ENSDNOG00000033381",969
"ENSDNOG00000033382",927
"ENSDNOG00000033383",107
"ENSDNOG00000033384",294
"ENSDNOG00000033385",163
"ENSDNOG00000033386",939
"ENSDNOG00000033387",396
"ENSDNOG00000033388",7629
"ENSDNOG00000033389",3196
"ENSDNOG00000033390",135
"ENSDNOG00000033391",106
"ENSDNOG00000033392",132
"ENSDNOG00000033393",1863
"ENSDNOG00000033394",957
"ENSDNOG00000033395",1497
"ENSDNOG00000033396",591
"ENSDNOG00000033397",750
"ENSDNOG00000033398",2973
"ENSDNOG00000033399",687
"ENSDNOG00000033400",135
"ENSDNOG00000033401",1061
"ENSDNOG00000033402",1035
"ENSDNOG00000033403",2789
"ENSDNOG00000033404",228
"ENSDNOG00000033405",474
"ENSDNOG00000033406",1014
"ENSDNOG00000033407",384
"ENSDNOG00000033408",123
"ENSDNOG00000033409",939
"ENSDNOG00000033410",354
"ENSDNOG00000033411",864
"ENSDNOG00000033412",273
"ENSDNOG00000033413",1078
"ENSDNOG00000033414",4131
"ENSDNOG00000033415",2221
"ENSDNOG00000033416",218
"ENSDNOG00000033417",2843
"ENSDNOG00000033418",2744.5
"ENSDNOG00000033419",813
"ENSDNOG00000033420",360
"ENSDNOG00000033421",5067
"ENSDNOG00000033422",327
"ENSDNOG00000033423",804
"ENSDNOG00000033424",107
"ENSDNOG00000033425",1044
"ENSDNOG00000033426",1050
"ENSDNOG00000033427",1981
"ENSDNOG00000033428",104
"ENSDNOG00000033429",109
"ENSDNOG00000033430",573
"ENSDNOG00000033431",2650
"ENSDNOG00000033432",1504
"ENSDNOG00000033433",2349
"ENSDNOG00000033434",768
"ENSDNOG00000033435",480
"ENSDNOG00000033436",1335
"ENSDNOG00000033437",178
"ENSDNOG00000033438",1995
"ENSDNOG00000033439",3460
"ENSDNOG00000033440",99
"ENSDNOG00000033441",2564
"ENSDNOG00000033442",5824
"ENSDNOG00000033443",2101
"ENSDNOG00000033444",558
"ENSDNOG00000033445",543
"ENSDNOG00000033446",163
"ENSDNOG00000033447",127
"ENSDNOG00000033448",909
"ENSDNOG00000033449",996
"ENSDNOG00000033450",1344.5
"ENSDNOG00000033451",5758
"ENSDNOG00000033452",3627
"ENSDNOG00000033453",170
"ENSDNOG00000033454",444
"ENSDNOG00000033455",948
"ENSDNOG00000033456",936
"ENSDNOG00000033457",3027
"ENSDNOG00000033458",3181
"ENSDNOG00000033459",417
"ENSDNOG00000033460",5625
"ENSDNOG00000033461",417
"ENSDNOG00000033462",2915
"ENSDNOG00000033463",1242
"ENSDNOG00000033464",558
"ENSDNOG00000033465",474
"ENSDNOG00000033466",357
"ENSDNOG00000033467",4186
"ENSDNOG00000033468",1125
"ENSDNOG00000033469",97
"ENSDNOG00000033470",4712
"ENSDNOG00000033471",87
"ENSDNOG00000033472",1194
"ENSDNOG00000033473",579
"ENSDNOG00000033474",531
"ENSDNOG00000033475",9015.5
"ENSDNOG00000033476",516
"ENSDNOG00000033477",726
"ENSDNOG00000033478",107
"ENSDNOG00000033479",567
"ENSDNOG00000033480",897
"ENSDNOG00000033481",975
"ENSDNOG00000033482",1320
"ENSDNOG00000033483",4578
"ENSDNOG00000033484",483
"ENSDNOG00000033485",4187
"ENSDNOG00000033486",1512
"ENSDNOG00000033487",1541
"ENSDNOG00000033488",3613
"ENSDNOG00000033489",4359
"ENSDNOG00000033490",66
"ENSDNOG00000033491",107
"ENSDNOG00000033492",966
"ENSDNOG00000033493",939
"ENSDNOG00000033494",5953
"ENSDNOG00000033495",1023
"ENSDNOG00000033496",3018.5
"ENSDNOG00000033497",579
"ENSDNOG00000033498",459
"ENSDNOG00000033499",474
"ENSDNOG00000033500",3862
"ENSDNOG00000033501",1065
"ENSDNOG00000033502",4407
"ENSDNOG00000033503",425
"ENSDNOG00000033504",4385
"ENSDNOG00000033505",153
"ENSDNOG00000033506",3267
"ENSDNOG00000033507",2169
"ENSDNOG00000033508",5060
"ENSDNOG00000033509",1277
"ENSDNOG00000033510",951
"ENSDNOG00000033511",348
"ENSDNOG00000033512",216
"ENSDNOG00000033513",474
"ENSDNOG00000033514",1287
"ENSDNOG00000033515",1458
"ENSDNOG00000033516",357
"ENSDNOG00000033517",507
"ENSDNOG00000033518",4882
"ENSDNOG00000033519",1902
"ENSDNOG00000033520",135
"ENSDNOG00000033521",927
"ENSDNOG00000033522",1491
"ENSDNOG00000033523",2843
"ENSDNOG00000033524",381
"ENSDNOG00000033525",125
"ENSDNOG00000033526",124
"ENSDNOG00000033527",1644
"ENSDNOG00000033528",4881
"ENSDNOG00000033529",1740
"ENSDNOG00000033530",923
"ENSDNOG00000033531",309
"ENSDNOG00000033532",110
"ENSDNOG00000033533",4526
"ENSDNOG00000033534",131
"ENSDNOG00000033535",1617
"ENSDNOG00000033536",249
"ENSDNOG00000033537",501
"ENSDNOG00000033538",597
"ENSDNOG00000033539",2092
"ENSDNOG00000033540",519
"ENSDNOG00000033541",191
"ENSDNOG00000033542",969
"ENSDNOG00000033543",483
"ENSDNOG00000033544",945
"ENSDNOG00000033545",134
"ENSDNOG00000033546",1605
"ENSDNOG00000033547",1596
"ENSDNOG00000033548",107
"ENSDNOG00000033549",107
"ENSDNOG00000033550",4334
"ENSDNOG00000033551",6860
"ENSDNOG00000033552",107
"ENSDNOG00000033553",4249
"ENSDNOG00000033554",107
"ENSDNOG00000033555",412
"ENSDNOG00000033556",6556
"ENSDNOG00000033557",423
"ENSDNOG00000033558",1998
"ENSDNOG00000033559",732
"ENSDNOG00000033560",579
"ENSDNOG00000033561",447
"ENSDNOG00000033562",180
"ENSDNOG00000033563",107
"ENSDNOG00000033564",321
"ENSDNOG00000033565",942
"ENSDNOG00000033566",5407
"ENSDNOG00000033567",107
"ENSDNOG00000033568",1788
"ENSDNOG00000033569",7140
"ENSDNOG00000033570",4262
"ENSDNOG00000033571",2405
"ENSDNOG00000033572",144
"ENSDNOG00000033573",100
"ENSDNOG00000033574",945
"ENSDNOG00000033575",106
"ENSDNOG00000033576",227
"ENSDNOG00000033577",107
"ENSDNOG00000033578",1076
"ENSDNOG00000033579",154
"ENSDNOG00000033580",154
"ENSDNOG00000033581",5194
"ENSDNOG00000033582",1173
"ENSDNOG00000033583",153
"ENSDNOG00000033584",4374
"ENSDNOG00000033585",645
"ENSDNOG00000033586",387
"ENSDNOG00000033587",121
"ENSDNOG00000033588",2821.5
"ENSDNOG00000033589",103
"ENSDNOG00000033590",2503
"ENSDNOG00000033591",483
"ENSDNOG00000033592",723
"ENSDNOG00000033593",1110
"ENSDNOG00000033594",372
"ENSDNOG00000033595",163
"ENSDNOG00000033596",549
"ENSDNOG00000033597",104
"ENSDNOG00000033598",384
"ENSDNOG00000033599",135
"ENSDNOG00000033600",309
"ENSDNOG00000033601",104
"ENSDNOG00000033602",2583
"ENSDNOG00000033603",68
"ENSDNOG00000033604",963
"ENSDNOG00000033605",4908.5
"ENSDNOG00000033606",219
"ENSDNOG00000033607",3892
"ENSDNOG00000033608",264
"ENSDNOG00000033609",110
"ENSDNOG00000033610",133
"ENSDNOG00000033611",904
"ENSDNOG00000033612",103
"ENSDNOG00000033613",1167
"ENSDNOG00000033614",3639
"ENSDNOG00000033615",1103
"ENSDNOG00000033616",966
"ENSDNOG00000033617",894
"ENSDNOG00000033618",2487
"ENSDNOG00000033619",2534
"ENSDNOG00000033620",164
"ENSDNOG00000033621",939
"ENSDNOG00000033622",1007
"ENSDNOG00000033623",2508
"ENSDNOG00000033624",6041
"ENSDNOG00000033625",110
"ENSDNOG00000033626",222
"ENSDNOG00000033627",4049
"ENSDNOG00000033628",88
"ENSDNOG00000033629",2546
"ENSDNOG00000033630",1491
"ENSDNOG00000033631",849
"ENSDNOG00000033632",2421
"ENSDNOG00000033633",5816
"ENSDNOG00000033634",348
"ENSDNOG00000033635",3427
"ENSDNOG00000033636",411
"ENSDNOG00000033637",2623
"ENSDNOG00000033638",276
"ENSDNOG00000033639",5110
"ENSDNOG00000033640",3267
"ENSDNOG00000033641",125
"ENSDNOG00000033642",480
"ENSDNOG00000033643",961
"ENSDNOG00000033644",924
"ENSDNOG00000033645",2754
"ENSDNOG00000033646",381
"ENSDNOG00000033647",978
"ENSDNOG00000033648",672
"ENSDNOG00000033649",107
"ENSDNOG00000033650",564
"ENSDNOG00000033651",441
"ENSDNOG00000033652",1137
"ENSDNOG00000033653",1101
"ENSDNOG00000033654",948
"ENSDNOG00000033655",6985
"ENSDNOG00000033656",1101
"ENSDNOG00000033657",103
"ENSDNOG00000033658",336
"ENSDNOG00000033659",1917
"ENSDNOG00000033660",2719.5
"ENSDNOG00000033661",381
"ENSDNOG00000033662",112
"ENSDNOG00000033663",163
"ENSDNOG00000033664",1368
"ENSDNOG00000033665",939
"ENSDNOG00000033666",1048
"ENSDNOG00000033667",1000.5
"ENSDNOG00000033668",5168
"ENSDNOG00000033669",132
"ENSDNOG00000033670",3026
"ENSDNOG00000033671",879
"ENSDNOG00000033672",128
"ENSDNOG00000033673",901
"ENSDNOG00000033674",99
"ENSDNOG00000033675",85
"ENSDNOG00000033676",119
"ENSDNOG00000033677",10400
"ENSDNOG00000033678",882
"ENSDNOG00000033679",2337
"ENSDNOG00000033680",393
"ENSDNOG00000033681",786
"ENSDNOG00000033682",951
"ENSDNOG00000033683",1860
"ENSDNOG00000033684",1149
"ENSDNOG00000033685",2152
"ENSDNOG00000033686",4776
"ENSDNOG00000033687",932
"ENSDNOG00000033688",1878
"ENSDNOG00000033689",1413
"ENSDNOG00000033690",333
"ENSDNOG00000033691",134
"ENSDNOG00000033692",882
"ENSDNOG00000033693",351
"ENSDNOG00000033694",1374
"ENSDNOG00000033695",972
"ENSDNOG00000033696",1077
"ENSDNOG00000033697",1421
"ENSDNOG00000033698",4751
"ENSDNOG00000033699",1845
"ENSDNOG00000033700",4955
"ENSDNOG00000033701",1608
"ENSDNOG00000033702",1846
"ENSDNOG00000033703",692
"ENSDNOG00000033704",57
"ENSDNOG00000033705",5140.5
"ENSDNOG00000033706",1685
"ENSDNOG00000033707",164
"ENSDNOG00000033708",3530
"ENSDNOG00000033709",1254
"ENSDNOG00000033710",630
"ENSDNOG00000033711",1127
"ENSDNOG00000033712",659
"ENSDNOG00000033713",4169
"ENSDNOG00000033714",849
"ENSDNOG00000033715",4324
"ENSDNOG00000033716",687
"ENSDNOG00000033717",939
"ENSDNOG00000033718",260
"ENSDNOG00000033719",161
"ENSDNOG00000033720",3918
"ENSDNOG00000033721",3679
"ENSDNOG00000033722",1014
"ENSDNOG00000033723",930
"ENSDNOG00000033724",3071
"ENSDNOG00000033725",1278
"ENSDNOG00000033726",108
"ENSDNOG00000033727",107
"ENSDNOG00000033728",2539
"ENSDNOG00000033729",107
"ENSDNOG00000033730",294
"ENSDNOG00000033731",107
"ENSDNOG00000033732",2844
"ENSDNOG00000033733",962
"ENSDNOG00000033734",498
"ENSDNOG00000033735",13704
"ENSDNOG00000033736",176
"ENSDNOG00000033737",132
"ENSDNOG00000033738",2115
"ENSDNOG00000033739",4038
"ENSDNOG00000033740",156
"ENSDNOG00000033741",1056
"ENSDNOG00000033742",4813
"ENSDNOG00000033743",515
"ENSDNOG00000033744",2041
"ENSDNOG00000033745",279
"ENSDNOG00000033746",1287
"ENSDNOG00000033747",519
"ENSDNOG00000033748",1626
"ENSDNOG00000033749",4604
"ENSDNOG00000033750",993
"ENSDNOG00000033751",133
"ENSDNOG00000033752",711
"ENSDNOG00000033753",927
"ENSDNOG00000033754",116
"ENSDNOG00000033755",1053
"ENSDNOG00000033756",348
"ENSDNOG00000033757",84
"ENSDNOG00000033758",813
"ENSDNOG00000033759",3077.5
"ENSDNOG00000033760",840
"ENSDNOG00000033761",119
"ENSDNOG00000033762",107
"ENSDNOG00000033763",120
"ENSDNOG00000033764",900
"ENSDNOG00000033765",735
"ENSDNOG00000033766",4579
"ENSDNOG00000033767",5223
"ENSDNOG00000033768",1155
"ENSDNOG00000033769",1731
"ENSDNOG00000033770",1386
"ENSDNOG00000033771",168
"ENSDNOG00000033772",1482
"ENSDNOG00000033773",217
"ENSDNOG00000033774",94
"ENSDNOG00000033775",2340
"ENSDNOG00000033776",2804
"ENSDNOG00000033777",132
"ENSDNOG00000033778",164
"ENSDNOG00000033779",107
"ENSDNOG00000033780",105
"ENSDNOG00000033781",1953
"ENSDNOG00000033782",107
"ENSDNOG00000033783",258
"ENSDNOG00000033784",936
"ENSDNOG00000033785",1344
"ENSDNOG00000033786",372
"ENSDNOG00000033787",276
"ENSDNOG00000033788",107
"ENSDNOG00000033789",2547
"ENSDNOG00000033790",214
"ENSDNOG00000033791",303
"ENSDNOG00000033792",981
"ENSDNOG00000033793",69
"ENSDNOG00000033794",1323
"ENSDNOG00000033795",105
"ENSDNOG00000033796",348
"ENSDNOG00000033797",3620
"ENSDNOG00000033798",107
"ENSDNOG00000033799",1574
"ENSDNOG00000033800",534
"ENSDNOG00000033801",1413
"ENSDNOG00000033802",885
"ENSDNOG00000033803",3728
"ENSDNOG00000033804",672
"ENSDNOG00000033805",1574.5
"ENSDNOG00000033806",924
"ENSDNOG00000033807",933
"ENSDNOG00000033808",1230
"ENSDNOG00000033809",58
"ENSDNOG00000033810",62
"ENSDNOG00000033811",2254
"ENSDNOG00000033812",101
"ENSDNOG00000033813",1206
"ENSDNOG00000033814",5369
"ENSDNOG00000033815",210
"ENSDNOG00000033816",4265
"ENSDNOG00000033817",154
"ENSDNOG00000033818",579
"ENSDNOG00000033819",3911
"ENSDNOG00000033820",5768
"ENSDNOG00000033821",831
"ENSDNOG00000033822",100
"ENSDNOG00000033823",930
"ENSDNOG00000033824",5597
"ENSDNOG00000033825",2271
"ENSDNOG00000033826",1668
"ENSDNOG00000033827",4740
"ENSDNOG00000033828",936
"ENSDNOG00000033829",202
"ENSDNOG00000033830",104
"ENSDNOG00000033831",3938
"ENSDNOG00000033832",228
"ENSDNOG00000033833",363
"ENSDNOG00000033834",6177
"ENSDNOG00000033835",933
"ENSDNOG00000033836",777
"ENSDNOG00000033837",129
"ENSDNOG00000033838",563
"ENSDNOG00000033839",107
"ENSDNOG00000033840",927
"ENSDNOG00000033841",1797
"ENSDNOG00000033842",771
"ENSDNOG00000033843",164
"ENSDNOG00000033844",7255
"ENSDNOG00000033845",165
"ENSDNOG00000033846",1542
"ENSDNOG00000033847",7526
"ENSDNOG00000033848",1769
"ENSDNOG00000033849",633
"ENSDNOG00000033850",107
"ENSDNOG00000033851",870
"ENSDNOG00000033852",393
"ENSDNOG00000033853",708
"ENSDNOG00000033854",1059
"ENSDNOG00000033855",3930
"ENSDNOG00000033856",5054
"ENSDNOG00000033857",3078
"ENSDNOG00000033858",97
"ENSDNOG00000033859",393
"ENSDNOG00000033860",117
"ENSDNOG00000033861",4993
"ENSDNOG00000033862",249
"ENSDNOG00000033863",1776
"ENSDNOG00000033864",408
"ENSDNOG00000033865",603
"ENSDNOG00000033866",107
"ENSDNOG00000033867",2964
"ENSDNOG00000033868",975
"ENSDNOG00000033869",134
"ENSDNOG00000033870",1647
"ENSDNOG00000033871",5646
"ENSDNOG00000033872",936
"ENSDNOG00000033873",131
"ENSDNOG00000033874",1101
"ENSDNOG00000033875",993
"ENSDNOG00000033876",930
