"hsap_ensembl_gid","hsap_gene_name","diff_1","diff_2","undiff_1","undiff_2"
"ENSG00000036672","USP2",34,29,6,19
"ENSG00000036828","CASR",0,0,0,0
"ENSG00000037042","TUBG2",913,1053,1184,1307
"ENSG00000037241","RPL26L1",601,632,848,796
"ENSG00000037280","FLT4",5,11,4,2
"ENSG00000037474","NSUN2",2133,2161,2642,2748
"ENSG00000037637","FBXO42",1173,1177,1268,1253
"ENSG00000037749","MFAP3",2071,2183,2149,2434
"ENSG00000037757","MRI1",608,484,669,790
"ENSG00000037897","METTL1",292,346,446,422
"ENSG00000037965","HOXC8",17,15,29,32
"ENSG00000038002","AGA",1250,1276,733,848
"ENSG00000038210","PI4K2B",801,749,1062,1313
"ENSG00000038219","BOD1L1",5129,5406,4900,5238
"ENSG00000038274","MAT2B",4897,4775,3956,4470
"ENSG00000038295","TLL1",45,58,3,1
"ENSG00000038358","EDC4",2429,2450,2502,2706
"ENSG00000038382","TRIO",13234,13546,22825,24114
"ENSG00000038427","VCAN",6019,5733,10452,11685
"ENSG00000038532","CLEC16A",1401,1369,1717,1828
"ENSG00000038945","MSR1",10,8,2,7
"ENSG00000039068","CDH1",4,2,0,0
"ENSG00000039123","SKIV2L2",2366,2383,2841,3151
"ENSG00000039139","DNAH5",31,40,64,104
"ENSG00000039319","ZFYVE16",3137,3117,4076,4652
"ENSG00000039523","FAM65A",2546,2594,4798,4877
"ENSG00000039537","C6",115,107,7,1
"ENSG00000039560","RAI14",13371,13417,18585,20440
"ENSG00000039600","SOX30",5,7,11,8
"ENSG00000039650","PNKP",712,676,1040,1092
"ENSG00000039987","BEST2",1,0,1,0
"ENSG00000040199","PHLPP2",778,808,1169,1239
"ENSG00000040275","SPDL1",1061,1097,5307,5804
"ENSG00000040341","STAU2",996,946,728,850
"ENSG00000040487","PQLC2",463,449,610,722
"ENSG00000040531","CTNS",1103,1110,1835,1783
"ENSG00000040608","RTN4R",2,0,12,14
"ENSG00000040633","PHF23",1479,1373,2042,2198
"ENSG00000040731","CDH10",2,1,0,0
"ENSG00000040933","INPP4A",1836,1784,1949,2115
"ENSG00000041353","RAB27B",592,565,1242,1424
"ENSG00000041357","PSMA4",2511,2605,3308,3831
"ENSG00000041515","MYO16",50,61,1,2
"ENSG00000041802","LSG1",1240,1300,1925,1959
"ENSG00000041880","PARP3",1104,1193,974,993
"ENSG00000041982","TNC",13486,13723,19337,20741
"ENSG00000041988","THAP3",375,391,420,387
"ENSG00000042062","FAM65C",817,927,1877,1833
"ENSG00000042088","TDP1",556,546,1030,1087
"ENSG00000042286","AIFM2",781,774,699,692
"ENSG00000042304","C2orf83",0,0,0,0
"ENSG00000042317","SPATA7",303,252,338,320
"ENSG00000042429","MED17",1095,1017,1379,1359
"ENSG00000042445","RETSAT",3002,2996,2826,3013
"ENSG00000042493","CAPG",833,831,1080,1166
"ENSG00000042753","AP2S1",2552,2629,3313,3357
"ENSG00000042781","USH2A",3,8,10,15
"ENSG00000042813","ZPBP",0,0,0,0
"ENSG00000042832","TG",13,15,22,29
"ENSG00000042980","ADAM28",0,1,21,11
"ENSG00000043039","BARX2",4,5,0,0
"ENSG00000043093","DCUN1D1",1395,1472,1662,1912
"ENSG00000043143","JADE2",1529,1572,2676,2660
"ENSG00000043355","ZIC2",1,7,1,0
"ENSG00000043462","LCP2",0,1,0,0
"ENSG00000043514","TRIT1",529,571,442,486
"ENSG00000043591","ADRB1",0,0,0,0
"ENSG00000044012","GUCA2B",0,0,0,0
"ENSG00000044090","CUL7",8194,8547,5698,5945
"ENSG00000044115","CTNNA1",14760,15151,21271,22390
"ENSG00000044446","PHKA2",1245,1265,973,1032
"ENSG00000044459","CNTLN",630,672,645,782
"ENSG00000044524","EPHA3",12,14,0,4
"ENSG00000044574","HSPA5",40728,42319,44673,48563
"ENSG00000046604","DSG2",7,12,6,3
"ENSG00000046647","GEMIN8",654,669,604,701
"ENSG00000046651","OFD1",819,803,1122,1306
"ENSG00000046653","GPM6B",59,34,64,53
"ENSG00000046774","MAGEC2",1,2,0,4
"ENSG00000046889","PREX2",4,0,0,1
"ENSG00000047056","WDR37",2289,2378,2764,2957
"ENSG00000047188","YTHDC2",2359,2388,1587,1769
"ENSG00000047230","CTPS2",813,843,1056,1123
"ENSG00000047249","ATP6V1H",1881,1792,2728,3200
"ENSG00000047315","POLR2B",5019,5092,5931,6760
"ENSG00000047346","FAM214A",1040,1037,1833,1975
"ENSG00000047365","ARAP2",0,0,0,0
"ENSG00000047410","TPR",8369,8187,9836,10743
"ENSG00000047457","CP",2,4,10,4
"ENSG00000047578","KIAA0556",1314,1376,1647,1687
"ENSG00000047579","DTNBP1",402,364,502,533
"ENSG00000047597","XK",0,0,0,0
"ENSG00000047617","ANO2",1,3,0,1
"ENSG00000047621","C12orf4",674,723,722,755
"ENSG00000047634","SCML1",478,480,479,486
"ENSG00000047644","WWC3",1669,1701,3260,3363
"ENSG00000047648","ARHGAP6",1499,1487,202,253
"ENSG00000047662","FAM184B",14,25,11,8
"ENSG00000047849","MAP4",17606,18105,25064,26329
"ENSG00000047932","GOPC",4613,4503,3996,4643
"ENSG00000047936","ROS1",4,6,0,0
"ENSG00000048028","USP28",1239,1234,1417,1509
"ENSG00000048052","HDAC9",260,316,3405,3540
"ENSG00000048140","TSPAN17",1419,1421,2030,2191
"ENSG00000048162","NOP16",354,336,574,583
"ENSG00000048342","CC2D2A",1876,2019,1283,1439
"ENSG00000048392","RRM2B",2429,2382,2733,3134
"ENSG00000048405","ZNF800",657,678,791,886
"ENSG00000048462","TNFRSF17",6,0,4,0
"ENSG00000048471","SNX29",1875,1917,3094,3079
"ENSG00000048540","LMO3",47,36,4,3
"ENSG00000048544","MRPS10",1675,1812,1625,1999
"ENSG00000048545","GUCA1A",0,0,4,1
"ENSG00000048649","RSF1",3006,3115,4033,4324
"ENSG00000048707","VPS13D",9296,9368,4417,4842
"ENSG00000048740","CELF2",44,38,10,5
"ENSG00000048828","FAM120A",9264,9520,10338,11173
"ENSG00000048991","R3HDM1",1481,1514,1777,1945
"ENSG00000049089","COL9A2",120,97,140,143
"ENSG00000049130","KITLG",1156,1267,1748,2052
"ENSG00000049167","ERCC8",411,382,319,364
"ENSG00000049192","ADAMTS6",1239,1229,2425,2791
"ENSG00000049239","H6PD",15990,16224,11762,12275
"ENSG00000049245","VAMP3",4810,4734,5332,5877
"ENSG00000049246","PER3",552,571,1036,1086
"ENSG00000049247","UTS2",0,0,0,0
"ENSG00000049249","TNFRSF9",1,4,0,1
"ENSG00000049283","EPN3",2,1,1,7
"ENSG00000049319","SRD5A2",1,0,0,0
"ENSG00000049323","LTBP1",94222,97093,18667,19586
"ENSG00000049449","RCN1",34339,34338,14208,15639
"ENSG00000049540","ELN",83,78,26,28
"ENSG00000049541","RFC2",372,438,705,740
"ENSG00000049618","ARID1B",3836,4102,6467,6756
"ENSG00000049656","CLPTM1L",7169,7100,5291,5267
"ENSG00000049759","NEDD4L",119,141,453,550
"ENSG00000049768","FOXP3",5,1,11,13
"ENSG00000049769","PPP1R3F",267,301,294,298
"ENSG00000049860","HEXB",13226,13132,10569,11724
"ENSG00000049883","PTCD2",325,376,280,296
"ENSG00000050030","KIAA2022",0,0,0,0
"ENSG00000050130","JKAMP",2651,2768,2146,2477
"ENSG00000050165","DKK3",33143,33856,39442,42559
"ENSG00000050327","ARHGEF5",18,9,21,15
"ENSG00000050344","NFE2L3",306,341,317,448
"ENSG00000050393","MCUR1",2528,2611,2046,2120
"ENSG00000050405","LIMA1",11585,11620,3879,4247
"ENSG00000050426","LETMD1",2252,2218,1287,1455
"ENSG00000050438","SLC4A8",292,294,493,542
"ENSG00000050555","LAMC3",0,0,2,5
"ENSG00000050628","PTGER3",23,31,223,238
"ENSG00000050730","TNIP3",10,11,42,61
"ENSG00000050748","MAPK9",1495,1527,1941,2224
"ENSG00000050767","COL23A1",15,1,0,0
"ENSG00000050820","BCAR1",2164,2212,5377,5062
"ENSG00000051009","FAM160A2",1498,1441,1316,1343
"ENSG00000051108","HERPUD1",3618,3620,5692,6026
"ENSG00000051128","HOMER3",783,839,2483,2432
"ENSG00000051180","RAD51",177,171,351,405
"ENSG00000051341","POLQ",280,248,466,550
"ENSG00000051382","PIK3CB",485,601,883,1021
"ENSG00000051523","CYBA",2188,2188,1020,1083
"ENSG00000051596","THOC3",191,184,201,257
"ENSG00000051620","HEBP2",730,740,1108,1101
"ENSG00000051825","MPHOSPH9",728,773,772,763
"ENSG00000052126","PLEKHA5",3545,3525,2088,2282
"ENSG00000052344","PRSS8",0,0,0,0
"ENSG00000052723","SIKE1",2010,1884,1674,1856
"ENSG00000052749","RRP12",1294,1379,2148,2251
"ENSG00000052795","FNIP2",857,776,2516,2870
"ENSG00000052802","MSMO1",1012,854,2777,3172
"ENSG00000052841","TTC17",6340,6407,3841,4148
"ENSG00000052850","ALX4",0,0,5,2
"ENSG00000053108","FSTL4",0,1,0,1
"ENSG00000053254","FOXN3",3862,3803,5611,6128
"ENSG00000053328","METTL24",4,1,0,0
"ENSG00000053371","AKR7A2",1189,1204,1313,1386
"ENSG00000053372","MRTO4",829,924,1529,1465
"ENSG00000053438","NNAT",31,37,38,72
"ENSG00000053501","USE1",594,578,541,572
"ENSG00000053524","MCF2L2",21,20,19,14
"ENSG00000053702","NRIP2",130,134,124,109
"ENSG00000053747","LAMA3",64,58,6,0
"ENSG00000053770","AP5M1",1135,1062,1344,1328
"ENSG00000053900","ANAPC4",976,975,1250,1445
"ENSG00000053918","KCNQ1",0,0,0,0
"ENSG00000054116","TRAPPC3",1564,1512,2122,2246
"ENSG00000054118","THRAP3",7825,7756,7779,8288
"ENSG00000054148","PHPT1",2101,2159,1598,1759
"ENSG00000054179","ENTPD2",0,1,0,0
"ENSG00000054219","LY75",1,2,1,5
"ENSG00000054267","ARID4B",2540,2443,3073,3235
"ENSG00000054277","OPN3",230,216,505,540
"ENSG00000054282","SDCCAG8",790,874,2072,2275
"ENSG00000054356","PTPRN",1058,1071,2146,2182
"ENSG00000054392","HHAT",358,375,273,298
"ENSG00000054523","KIF1B",2396,2749,5246,5482
"ENSG00000054598","FOXC1",179,168,318,334
"ENSG00000054611","TBC1D22A",1072,1197,1432,1548
"ENSG00000054654","SYNE2",987,1036,1242,1263
"ENSG00000054690","PLEKHH1",18,25,17,20
"ENSG00000054793","ATP9A",2533,2573,7198,8188
"ENSG00000054796","SPO11",0,0,0,0
"ENSG00000054803","CBLN4",0,0,0,0
"ENSG00000054938","CHRDL2",32,38,0,0
"ENSG00000054965","FAM168A",3903,3896,4369,4633
"ENSG00000054967","RELT",116,114,253,218
"ENSG00000054983","GALC",1268,1317,1300,1503
"ENSG00000055044","NOP58",1201,1278,1406,1505
"ENSG00000055070","SZRD1",4161,4379,7974,8550
"ENSG00000055118","KCNH2",0,0,0,0
"ENSG00000055130","CUL1",3686,4058,4302,4736
"ENSG00000055147","FAM114A2",972,940,923,929
"ENSG00000055163","CYFIP2",3031,3125,434,542
"ENSG00000055208","TAB2",2839,3115,4405,4920
"ENSG00000055211","GINM1",3379,3345,2360,2582
"ENSG00000055332","EIF2AK2",4298,4156,4138,4745
"ENSG00000055483","USP36",2301,2317,3597,3713
"ENSG00000055609","KMT2C",4741,5006,4892,5217
"ENSG00000055732","MCOLN3",194,177,81,109
"ENSG00000055813","CCDC85A",270,242,13,10
"ENSG00000055917","PUM2",5637,5687,6376,7192
"ENSG00000055950","MRPL43",1460,1427,1431,1533
"ENSG00000055955","ITIH4",12,26,27,9
"ENSG00000055957","ITIH1",0,0,0,0
"ENSG00000056050","C4orf27",521,559,695,783
"ENSG00000056097","ZFR",6338,6382,6808,7513
"ENSG00000056277","ZNF280C",688,701,313,367
"ENSG00000056291","NPFFR2",0,0,0,0
"ENSG00000056487","PHF21B",1,0,0,0
"ENSG00000056558","TRAF1",491,582,320,294
"ENSG00000056586","RC3H2",4528,4504,4383,4855
"ENSG00000056661","PCGF2",1543,1559,2181,2286
"ENSG00000056736","IL17RB",133,129,182,158
"ENSG00000056972","TRAF3IP2",637,689,1291,1276
"ENSG00000056998","GYG2",85,80,3,14
"ENSG00000057019","DCBLD2",9508,9412,18902,20870
"ENSG00000057149","SERPINB3",0,0,0,0
"ENSG00000057252","SOAT1",2755,2977,4312,4895
"ENSG00000057294","PKP2",6,3,2,7
"ENSG00000057468","MSH4",13,16,6,0
"ENSG00000057593","F7",0,0,0,1
"ENSG00000057608","GDI2",8122,8441,8767,9773
"ENSG00000057657","PRDM1",2105,2166,6053,6565
"ENSG00000057663","ATG5",1318,1168,1341,1362
"ENSG00000057704","TMCC3",1,0,1,0
"ENSG00000057757","PITHD1",1269,1185,1343,1312
"ENSG00000057935","MTA3",1888,1946,1457,1575
"ENSG00000058056","USP13",976,878,1603,1857
"ENSG00000058063","ATP11B",2305,2236,2923,3344
"ENSG00000058085","LAMC2",77,63,69,80
"ENSG00000058091","CDK14",1328,1309,3268,3539
"ENSG00000058262","SEC61A1",34903,35223,35447,37303
"ENSG00000058272","PPP1R12A",6420,6601,5253,5895
"ENSG00000058335","RASGRF1",0,0,3,3
"ENSG00000058404","CAMK2B",0,0,84,101
"ENSG00000058453","CROCC",1092,1155,1814,1763
"ENSG00000058600","POLR3E",1551,1477,1307,1415
"ENSG00000058668","ATP2B4",23467,23318,22371,25006
"ENSG00000058673","ZC3H11A",8002,8151,9364,10490
"ENSG00000058729","RIOK2",1029,1021,955,1062
"ENSG00000058799","YIPF1",805,856,728,793
"ENSG00000058804","NDC1",827,838,1086,1239
"ENSG00000058866","DGKG",5,2,30,39
"ENSG00000059122","FLYWCH1",1683,1537,2774,2813
"ENSG00000059145","UNKL",994,1104,1004,1069
"ENSG00000059377","TBXAS1",1,0,2,2
"ENSG00000059378","PARP12",425,449,680,760
"ENSG00000059573","ALDH18A1",7641,7749,3876,4194
"ENSG00000059588","TARBP1",2320,2287,1055,1165
"ENSG00000059691","PET112",551,612,616,607
"ENSG00000059728","MXD1",287,292,649,797
"ENSG00000059758","CDK17",2032,1908,1953,2004
"ENSG00000059769","DNAJC25",812,873,459,553
"ENSG00000059804","SLC2A3",3117,3207,4858,5258
"ENSG00000059915","PSD",319,280,148,174
"ENSG00000060069","CTDP1",845,962,1280,1296
"ENSG00000060138","YBX3",4726,4768,5430,5750
"ENSG00000060140","STYK1",10,17,19,10
"ENSG00000060237","WNK1",10632,10744,12054,12935
"ENSG00000060303","RPS17P5",0,0,0,0
"ENSG00000060339","CCAR1",3208,3247,3423,3961
"ENSG00000060491","OGFR",1202,1131,1875,1773
"ENSG00000060558","GNA15",1,0,8,16
"ENSG00000060566","CREB3L3",0,0,4,4
"ENSG00000060642","PIGV",676,709,538,551
"ENSG00000060656","PTPRU",694,723,275,331
"ENSG00000060688","SNRNP40",1319,1356,1143,1179
"ENSG00000060709","RIMBP2",0,1,4,1
"ENSG00000060718","COL11A1",1543,1454,911,925
"ENSG00000060749","QSER1",2896,2962,4569,5130
"ENSG00000060762","MPC1",514,505,489,584
"ENSG00000060971","ACAA1",1111,1177,1144,1206
"ENSG00000060982","BCAT1",8582,8656,8824,9893
"ENSG00000061273","HDAC7",4606,4470,7091,7117
"ENSG00000061337","LZTS1",9,8,11,6
"ENSG00000061455","PRDM6",15,10,10,11
"ENSG00000061492","WNT8A",0,0,0,0
"ENSG00000061656","SPAG4",253,283,96,111
"ENSG00000061676","NCKAP1",10091,10319,18101,19901
"ENSG00000061794","MRPS35",1218,1281,1526,1729
"ENSG00000061918","GUCY1B3",27,23,26,18
"ENSG00000061936","SFSWAP",1679,1543,2106,2236
"ENSG00000061938","TNK2",1095,1038,2481,2241
"ENSG00000061987","MON2",4574,4763,3135,3353
"ENSG00000062038","CDH3",6,10,8,4
"ENSG00000062096","ARSF",1,0,10,5
"ENSG00000062194","GPBP1",2622,2675,3103,3379
"ENSG00000062282","DGAT2",6,0,0,0
"ENSG00000062370","ZNF112",452,441,300,328
"ENSG00000062485","CS",4575,4694,5959,6278
"ENSG00000062524","LTK",0,8,3,9
"ENSG00000062582","MRPS24",67,89,122,124
"ENSG00000062598","ELMO2",2023,1937,2776,3085
"ENSG00000062650","WAPAL",3161,3161,3327,3534
"ENSG00000062716","VMP1",5791,5905,9133,10257
"ENSG00000062725","APPBP2",2966,2911,2942,3267
"ENSG00000062822","POLD1",462,405,836,831
"ENSG00000063015","SEZ6",6,3,1,5
"ENSG00000063046","EIF4B",29732,30625,21034,23480
"ENSG00000063127","SLC6A16",119,147,119,161
"ENSG00000063169","GLTSCR1",629,678,525,506
"ENSG00000063176","SPHK2",439,382,532,497
"ENSG00000063177","RPL18",14977,14971,10955,11257
"ENSG00000063180","CA11",503,566,339,436
"ENSG00000063241","ISOC2",852,885,927,940
"ENSG00000063244","U2AF2",4523,4576,5145,5255
"ENSG00000063245","EPN1",3620,3545,4206,4192
"ENSG00000063322","MED29",2108,2081,2045,2116
"ENSG00000063438","AHRR",1430,1442,7932,8193
"ENSG00000063515","GSC2",0,0,0,0
"ENSG00000063587","ZNF275",1787,1860,1805,2091
"ENSG00000063601","MTMR1",1366,1420,1669,1854
"ENSG00000063660","GPC1",9016,9128,10141,9818
"ENSG00000063761","ADCK1",350,346,268,320
"ENSG00000063854","HAGH",385,356,616,711
"ENSG00000063978","RNF4",3231,3139,3567,3839
"ENSG00000064012","CASP8",529,626,536,606
"ENSG00000064042","LIMCH1",93,76,1,6
"ENSG00000064102","ASUN",1189,1158,932,1107
"ENSG00000064115","TM7SF3",3135,3055,1801,1896
"ENSG00000064195","DLX3",0,0,0,0
"ENSG00000064199","SPA17",144,146,156,165
"ENSG00000064201","TSPAN32",36,36,13,21
"ENSG00000064205","WISP2",11,14,0,0
"ENSG00000064218","DMRT3",0,0,0,0
"ENSG00000064225","ST3GAL6",56,49,359,424
"ENSG00000064270","ATP2C2",10,2,20,16
"ENSG00000064300","NGFR",0,0,0,1
"ENSG00000064309","CDON",97,134,54,74
"ENSG00000064313","TAF2",1901,1805,1600,1958
"ENSG00000064393","HIPK2",1733,1672,1405,1460
"ENSG00000064419","TNPO3",2606,2673,3396,3744
"ENSG00000064489","MEF2BNB-MEF2B",3,6,4,6
"ENSG00000064490","RFXANK",710,700,750,792
"ENSG00000064545","TMEM161A",1147,1063,839,916
"ENSG00000064547","LPAR2",218,195,300,309
"ENSG00000064601","CTSA",13711,14003,13116,13592
"ENSG00000064607","SUGP2",3780,3773,3957,4363
"ENSG00000064651","SLC12A2",3204,3192,1993,2350
"ENSG00000064652","SNX24",262,265,387,355
"ENSG00000064655","EYA2",0,0,0,0
"ENSG00000064666","CNN2",8873,8904,7248,7318
"ENSG00000064687","ABCA7",483,523,252,226
"ENSG00000064692","SNCAIP",1339,1371,3228,3501
"ENSG00000064703","DDX20",858,884,1027,1076
"ENSG00000064726","BTBD1",3596,3518,3798,4428
"ENSG00000064763","FAR2",464,459,1293,1293
"ENSG00000064787","BCAS1",1,3,0,1
"ENSG00000064835","POU1F1",0,0,0,0
"ENSG00000064886","CHI3L2",216,202,8,15
"ENSG00000064932","SBNO2",2574,2552,3099,2936
"ENSG00000064933","PMS1",709,584,690,692
"ENSG00000064961","HMG20B",2606,2626,3076,3208
"ENSG00000064989","CALCRL",1503,1406,101,136
"ENSG00000064995","TAF11",926,998,863,960
"ENSG00000064999","ANKS1A",1292,1363,1139,1190
"ENSG00000065000","AP3D1",8553,8748,11033,11329
"ENSG00000065029","ZNF76",1482,1444,1424,1327
"ENSG00000065054","SLC9A3R2",1044,967,2933,2740
"ENSG00000065057","NTHL1",239,208,334,333
"ENSG00000065060","UHRF1BP1",1020,908,1180,1393
"ENSG00000065135","GNAI3",4251,4246,5352,5946
"ENSG00000065150","IPO5",12249,12816,13155,14513
"ENSG00000065154","OAT",6654,6893,4974,5282
"ENSG00000065183","WDR3",1237,1411,1492,1575
"ENSG00000065243","PKN2",2021,2075,3139,3362
"ENSG00000065268","WDR18",959,967,1171,1067
"ENSG00000065308","TRAM2",17258,17448,22241,23605
"ENSG00000065320","NTN1",367,356,620,667
"ENSG00000065325","GLP2R",6,2,0,0
"ENSG00000065328","MCM10",153,161,451,530
"ENSG00000065357","DGKA",1533,1472,2653,2785
"ENSG00000065361","ERBB3",45,36,21,32
"ENSG00000065371","ROPN1",0,0,0,0
"ENSG00000065413","ANKRD44",283,320,786,762
"ENSG00000065427","KARS",3859,3798,4002,4292
"ENSG00000065457","ADAT1",704,712,1161,1250
"ENSG00000065485","PDIA5",4132,4225,1277,1281
"ENSG00000065491","TBC1D22B",828,852,622,685
"ENSG00000065518","NDUFB4",1838,1888,2337,2449
"ENSG00000065526","SPEN",3800,3827,5055,5493
"ENSG00000065534","MYLK",9938,9779,9240,10043
"ENSG00000065548","ZC3H15",2071,2139,2153,2578
"ENSG00000065559","MAP2K4",1309,1354,1350,1550
"ENSG00000065600","TMEM206",423,343,537,576
"ENSG00000065609","SNAP91",0,0,0,0
"ENSG00000065613","SLK",3872,3894,5455,5957
"ENSG00000065615","CYB5R4",515,489,544,654
"ENSG00000065618","COL17A1",12,17,0,5
"ENSG00000065621","GSTO2",263,215,166,199
"ENSG00000065665","SEC61A2",626,650,558,623
"ENSG00000065675","PRKCQ",3,1,1,1
"ENSG00000065717","TLE2",1280,1379,128,125
"ENSG00000065802","ASB1",3116,2988,3478,3725
"ENSG00000065809","FAM107B",1189,1288,3114,3297
"ENSG00000065833","ME1",1695,1612,1756,2027
"ENSG00000065882","TBC1D1",1724,1760,5242,5630
"ENSG00000065883","CDK13",2716,2871,3092,3476
"ENSG00000065911","MTHFD2",2492,2765,3888,4283
"ENSG00000065923","SLC9A7",461,435,637,635
"ENSG00000065970","FOXJ2",1560,1623,2465,2653
"ENSG00000065978","YBX1",14784,15282,22747,24093
"ENSG00000065989","PDE4A",1871,1867,1752,1854
"ENSG00000066027","PPP2R5A",807,738,1149,1382
"ENSG00000066032","CTNNA2",2,2,6,6
"ENSG00000066044","ELAVL1",2983,2994,3551,3888
"ENSG00000066056","TIE1",14,19,19,21
"ENSG00000066084","DIP2B",2139,2161,2835,3165
"ENSG00000066117","SMARCD1",1684,1669,2225,2410
"ENSG00000066135","KDM4A",2610,2651,2638,2871
"ENSG00000066136","NFYC",909,953,1221,1252
"ENSG00000066185","ZMYND12",6,4,8,4
"ENSG00000066230","SLC9A3",84,71,277,258
"ENSG00000066248","NGEF",5,5,20,10
"ENSG00000066279","ASPM",1530,1555,2070,2234
"ENSG00000066294","CD84",1,1,0,0
"ENSG00000066322","ELOVL1",1666,1772,3532,3414
"ENSG00000066336","SPI1",0,0,3,1
"ENSG00000066379","ZNRD1",307,304,338,374
"ENSG00000066382","MPPED2",6,4,7,9
"ENSG00000066405","CLDN18",38,34,57,61
"ENSG00000066422","ZBTB11",1526,1428,1665,1944
"ENSG00000066427","ATXN3",888,880,1163,1271
"ENSG00000066455","GOLGA5",3001,3145,2631,3040
"ENSG00000066468","FGFR2",1,2,2,1
"ENSG00000066557","LRRC40",419,446,559,695
"ENSG00000066583","ISOC1",325,324,541,533
"ENSG00000066629","EML1",1543,1616,2454,2781
"ENSG00000066651","TRMT11",657,644,527,573
"ENSG00000066654","THUMPD1",1757,1688,1523,1798
"ENSG00000066697","MSANTD3",918,726,2716,2986
"ENSG00000066735","KIF26A",0,1,2,1
"ENSG00000066739","ATG2B",3202,3085,3744,4175
"ENSG00000066777","ARFGEF1",3246,3256,4231,4811
"ENSG00000066813","ACSM2B",0,0,0,0
"ENSG00000066827","ZFAT",446,517,517,535
"ENSG00000066855","MTFR1",787,846,1303,1403
"ENSG00000066923","STAG3",228,237,249,307
"ENSG00000066926","FECH",1247,1301,1195,1263
"ENSG00000066933","MYO9A",2106,2212,2721,3072
"ENSG00000067048","DDX3Y",0,1,0,0
"ENSG00000067057","PFKP",1741,1844,7460,7980
"ENSG00000067064","IDI1",813,859,2094,2500
"ENSG00000067066","SP100",1658,1749,2880,3151
"ENSG00000067082","KLF6",2307,2352,11148,11926
"ENSG00000067113","PPAP2A",4028,3846,871,892
"ENSG00000067141","NEO1",828,963,1406,1491
"ENSG00000067167","TRAM1",10864,10941,8808,9837
"ENSG00000067177","PHKA1",672,676,287,353
"ENSG00000067182","TNFRSF1A",4922,4957,4669,4781
"ENSG00000067191","CACNB1",312,285,422,416
"ENSG00000067208","EVI5",1785,1700,1715,1969
"ENSG00000067221","STOML1",419,418,667,696
"ENSG00000067225","PKM",26352,26649,59988,62358
"ENSG00000067248","DHX29",2112,2149,2422,2861
"ENSG00000067334","DNTTIP2",1574,1533,1863,2068
"ENSG00000067365","METTL22",860,884,814,886
"ENSG00000067369","TP53BP1",6043,6081,6334,6895
"ENSG00000067445","TRO",3250,3225,2033,2182
"ENSG00000067533","RRP15",439,443,639,750
"ENSG00000067560","RHOA",17866,18128,26283,28947
"ENSG00000067596","DHX8",3022,2980,3322,3538
"ENSG00000067601","PMS2P4",40,45,42,27
"ENSG00000067606","PRKCZ",579,550,1190,1162
"ENSG00000067646","ZFY",1,0,0,0
"ENSG00000067704","IARS2",4259,4161,5648,6149
"ENSG00000067715","SYT1",1275,1201,63,89
"ENSG00000067798","NAV3",780,770,3618,3970
"ENSG00000067829","IDH3G",1848,1750,2397,2561
"ENSG00000067836","ROGDI",347,362,428,518
"ENSG00000067840","PDZD4",4,11,6,12
"ENSG00000067842","ATP2B3",3,2,23,8
"ENSG00000067900","ROCK1",3437,3560,5244,5899
"ENSG00000067955","CBFB",1167,1308,3383,3707
"ENSG00000067992","PDK3",70,64,42,56
"ENSG00000068001","HYAL2",2682,2607,1845,1801
"ENSG00000068024","HDAC4",3416,3285,932,892
"ENSG00000068028","RASSF1",2056,1892,1864,1801
"ENSG00000068078","FGFR3",11,13,26,14
"ENSG00000068079","IFI35",408,407,476,567
"ENSG00000068097","HEATR6",1440,1558,1380,1318
"ENSG00000068120","COASY",2222,2313,2269,2383
"ENSG00000068137","PLEKHH3",535,638,650,630
"ENSG00000068305","MEF2A",2045,2022,3240,3614
"ENSG00000068308","OTUD5",2827,2851,3412,3672
"ENSG00000068323","TFE3",4624,4548,6904,7244
"ENSG00000068354","TBC1D25",598,649,838,894
"ENSG00000068366","ACSL4",2369,2484,4953,5270
"ENSG00000068383","INPP5A",1735,1853,1974,2083
"ENSG00000068394","GPKOW",587,643,872,924
"ENSG00000068400","GRIPAP1",1760,1772,2222,2386
"ENSG00000068438","FTSJ1",1418,1484,2248,2362
"ENSG00000068489","PRR11",499,541,951,1050
"ENSG00000068615","REEP1",0,1,13,34
"ENSG00000068650","ATP11A",1653,1791,1801,2118
"ENSG00000068654","POLR1A",3354,3384,3524,3699
