"hsap_ensembl_gid","hsap_gene_name","control_1","control_2","control_3","control_4","conditioned_1","conditioned_2","conditioned_3","conditioned_4"
"ENSG00000169618","PROKR1",0,0,0,0,1,0,0,0
"ENSG00000169621","APLF",20,41,28,21,87,49,59,56
"ENSG00000169627","BOLA2B",8,6,3,16,11,6,5,3
"ENSG00000169629","RGPD8",28,52,13,36,66,52,49,29
"ENSG00000169635","HIC2",137,200,106,201,272,198,200,188
"ENSG00000169641","LUZP1",668,750,509,862,1759,1212,1397,1007
"ENSG00000169660","HEXDC",47,69,39,59,141,99,80,67
"ENSG00000169676","DRD5",0,2,0,0,0,0,0,0
"ENSG00000169679","BUB1",1963,4088,1602,3250,3568,2455,2165,2025
"ENSG00000169682","SPNS1",43,55,25,61,82,47,28,26
"ENSG00000169683","LRRC45",22,21,13,24,56,59,30,26
"ENSG00000169684","CHRNA5",54,115,46,82,163,105,113,120
"ENSG00000169688","MT1B",0,0,0,0,0,0,0,0
"ENSG00000169689","STRA13",401,599,319,592,573,353,240,287
"ENSG00000169692","AGPAT2",583,971,402,749,1090,629,478,525
"ENSG00000169696","ASPSCR1",101,157,81,129,168,111,92,91
"ENSG00000169704","GP9",0,0,0,0,0,1,0,0
"ENSG00000169710","FASN",3504,5834,2404,5030,10343,5365,5679,4266
"ENSG00000169714","CNBP",15955,24894,10767,22075,17342,11916,11692,10880
"ENSG00000169715","MT1E",249,334,144,361,263,199,115,138
"ENSG00000169717","ACTRT2",0,0,0,0,0,0,0,0
"ENSG00000169718","DUS1L",548,871,365,843,966,632,524,525
"ENSG00000169727","GPS1",696,943,499,989,1170,745,632,562
"ENSG00000169733","RFNG",680,1007,386,893,760,561,363,354
"ENSG00000169738","DCXR",802,1215,638,1146,974,668,511,496
"ENSG00000169740","ZNF32",181,256,162,251,348,217,200,209
"ENSG00000169744","LDB2",0,0,0,0,0,1,0,0
"ENSG00000169750","RAC3",464,716,353,668,661,415,316,373
"ENSG00000169752","NRG4",0,0,0,0,0,0,0,0
"ENSG00000169756","LIMS1",1552,3036,1252,2685,3002,1942,2630,1957
"ENSG00000169758","C15orf27",0,0,0,1,0,0,0,0
"ENSG00000169760","NLGN1",1,1,0,0,0,0,0,0
"ENSG00000169762","TAPT1",649,1110,454,1057,1314,749,923,791
"ENSG00000169764","UGP2",3098,5123,2289,4296,4950,3719,3769,3460
"ENSG00000169777","TAS2R1",0,0,0,0,0,0,0,0
"ENSG00000169783","LINGO1",0,0,0,1,0,0,0,1
"ENSG00000169789","PRY",0,0,0,0,0,0,0,0
"ENSG00000169800","RBMY1F",0,0,0,0,0,0,0,0
"ENSG00000169807","PRY2",0,0,0,0,0,0,0,0
"ENSG00000169813","HNRNPF",9684,14860,6851,14690,14934,9917,8442,7243
"ENSG00000169814","BTD",184,283,165,288,416,279,251,211
"ENSG00000169826","CSGALNACT2",4115,6763,2646,6245,6420,4287,5656,4353
"ENSG00000169836","TACR3",0,0,0,0,0,0,0,0
"ENSG00000169840","GSX1",0,0,1,0,0,0,0,0
"ENSG00000169851","PCDH7",0,1,0,1,0,0,1,0
"ENSG00000169855","ROBO1",2,2,1,2,3,5,0,5
"ENSG00000169856","ONECUT1",0,0,0,0,0,0,0,0
"ENSG00000169857","AVEN",135,181,91,170,282,235,223,178
"ENSG00000169860","P2RY1",9,21,8,14,82,62,51,58
"ENSG00000169862","CTNND2",0,0,0,0,0,6,4,0
"ENSG00000169871","TRIM56",252,315,144,251,693,425,390,347
"ENSG00000169876","MUC17",0,0,0,0,1,0,0,0
"ENSG00000169877","AHSP",0,0,0,0,1,0,0,0
"ENSG00000169884","WNT10B",1,15,6,9,6,1,3,1
"ENSG00000169885","CALML6",0,0,0,1,1,0,0,0
"ENSG00000169891","REPS2",15,17,9,22,17,3,9,9
"ENSG00000169894","MUC3A",1,10,2,3,15,4,10,9
"ENSG00000169895","SYAP1",1764,2653,1212,2381,2672,1807,2137,1732
"ENSG00000169896","ITGAM",251,462,189,372,618,301,406,286
"ENSG00000169900","PYDC1",19,23,21,29,17,11,7,7
"ENSG00000169902","TPST1",166,242,129,265,406,224,229,213
"ENSG00000169903","TM4SF4",0,0,0,0,0,0,0,0
"ENSG00000169905","TOR1AIP2",1317,1736,913,2050,2432,1332,1787,1487
"ENSG00000169906","S100G",0,0,0,1,0,0,0,0
"ENSG00000169908","TM4SF1",799,1308,612,1167,1212,800,755,706
"ENSG00000169914","OTUD3",129,208,93,174,219,144,213,120
"ENSG00000169918","OTUD7A",2,5,8,6,8,0,2,1
"ENSG00000169919","GUSB",1012,1748,780,1579,1889,1255,963,806
"ENSG00000169925","BRD3",695,1080,477,919,1383,898,924,827
"ENSG00000169926","KLF13",2634,4152,1762,3912,6218,3746,3852,3149
"ENSG00000169933","FRMPD4",0,2,0,0,0,1,0,1
"ENSG00000169946","ZFPM2",1,3,2,10,1,1,0,1
"ENSG00000169951","ZNF764",72,126,56,118,275,151,153,113
"ENSG00000169953","HSFY2",0,0,0,0,0,0,0,0
"ENSG00000169955","ZNF747",45,61,33,90,173,99,106,85
"ENSG00000169957","ZNF768",506,604,335,627,885,635,560,578
"ENSG00000169962","TAS1R3",4,4,2,5,6,6,7,5
"ENSG00000169964","TMEM42",78,151,45,121,124,69,63,68
"ENSG00000169967","MAP3K2",1726,2687,1103,2853,3471,1942,2861,2197
"ENSG00000169972","PUSL1",258,377,169,352,282,181,166,203
"ENSG00000169976","SF3B5",1201,1870,852,1712,1626,1073,763,770
"ENSG00000169981","ZNF35",91,104,40,102,162,102,118,110
"ENSG00000169989","TIGD4",0,3,1,2,8,3,7,7
"ENSG00000169991","IFFO2",1130,1704,768,1585,1765,1226,1123,963
"ENSG00000169992","NLGN2",815,1241,578,1183,2089,1285,1232,1021
"ENSG00000169994","MYO7B",84,137,69,86,292,207,155,152
"ENSG00000170004","CHD3",2271,2932,1889,2628,4924,3476,3107,2659
"ENSG00000170006","TMEM154",341,649,279,603,1980,1311,1591,1315
"ENSG00000170011","MYRIP",0,0,0,0,0,0,0,0
"ENSG00000170017","ALCAM",560,900,417,860,1292,812,1126,942
"ENSG00000170027","YWHAG",4805,8450,3356,7775,8692,5868,6130,4995
"ENSG00000170035","UBE2E3",672,879,387,903,841,595,597,579
"ENSG00000170037","CNTROB",629,887,441,871,1126,661,589,528
"ENSG00000170043","TRAPPC1",1857,2593,1294,2527,2987,1974,1575,1472
"ENSG00000170044","ZPLD1",0,2,1,0,3,0,3,1
"ENSG00000170049","KCNAB3",11,8,12,11,13,14,6,16
"ENSG00000170054","SERPINA9",0,0,0,0,0,0,0,0
"ENSG00000170074","FAM153A",73,129,30,126,81,51,60,45
"ENSG00000170075","GPR37L1",1,3,0,1,1,1,0,0
"ENSG00000170085","SIMC1",318,503,249,474,861,575,542,512
"ENSG00000170088","TMEM192",133,238,86,168,220,120,117,126
"ENSG00000170091","NSG2",0,0,0,0,0,0,0,0
"ENSG00000170099","SERPINA6",0,2,0,0,0,0,0,0
"ENSG00000170100","ZNF778",36,97,37,82,188,101,113,110
"ENSG00000170113","NIPA1",630,1054,414,1042,1181,699,1092,744
"ENSG00000170122","FOXD4",1,1,0,0,1,0,0,3
"ENSG00000170128","GPR25",0,0,0,1,4,0,1,1
"ENSG00000170142","UBE2E1",872,1161,685,1165,1548,1037,1337,1029
"ENSG00000170144","HNRNPA3",3402,5654,2623,5050,6397,4485,4957,4207
"ENSG00000170145","SIK2",381,575,275,602,791,488,570,389
"ENSG00000170153","RNF150",1,6,0,2,3,1,0,0
"ENSG00000170160","CCDC144A",7,6,3,7,11,5,14,14
"ENSG00000170162","VGLL2",0,0,0,0,0,0,0,0
"ENSG00000170166","HOXD4",0,1,1,1,0,0,0,0
"ENSG00000170175","CHRNB1",209,313,113,261,351,193,226,225
"ENSG00000170178","HOXD12",0,0,0,0,0,0,0,0
"ENSG00000170180","GYPA",0,0,0,0,0,0,0,0
"ENSG00000170185","USP38",1670,2771,1004,2589,2797,1816,2495,1969
"ENSG00000170190","SLC16A5",105,173,62,172,277,165,115,97
"ENSG00000170191","NANP",142,195,80,247,385,230,300,236
"ENSG00000170209","ANKK1",0,0,0,0,2,3,0,0
"ENSG00000170214","ADRA1B",0,0,0,0,0,0,0,0
"ENSG00000170215","FAM27B",0,0,0,0,3,4,0,1
"ENSG00000170222","ADPRM",307,507,191,411,377,244,290,258
"ENSG00000170231","FABP6",2,0,1,3,2,0,1,1
"ENSG00000170234","PWWP2A",267,393,178,342,525,346,405,287
"ENSG00000170236","USP50",1,0,0,0,2,1,0,1
"ENSG00000170242","USP47",3712,5549,2584,4741,5631,3750,4330,3595
"ENSG00000170248","PDCD6IP",2010,3369,1470,3291,4826,3253,3728,2965
"ENSG00000170255","MRGPRX1",0,0,0,0,0,0,0,0
"ENSG00000170260","ZNF212",498,855,330,733,769,408,427,362
"ENSG00000170262","MRAP",0,0,1,0,0,0,0,0
"ENSG00000170264","FAM161A",30,57,22,48,66,44,36,59
"ENSG00000170265","ZNF282",4044,6156,2958,5734,11788,8558,5547,5268
"ENSG00000170266","GLB1",3992,6306,2797,6305,6182,4114,3433,3216
"ENSG00000170270","C14orf142",121,142,85,141,238,181,256,191
"ENSG00000170271","FAXDC2",13,18,4,28,23,15,12,16
"ENSG00000170275","CRTAP",5169,7942,3294,7490,7337,4932,4437,4108
"ENSG00000170276","HSPB2",0,2,0,0,0,0,0,0
"ENSG00000170279","C7orf33",0,0,0,0,0,0,0,0
"ENSG00000170289","CNGB3",0,0,1,0,0,0,0,0
"ENSG00000170290","SLN",0,2,0,0,0,0,0,0
"ENSG00000170291","ELP5",448,779,333,689,903,524,415,346
"ENSG00000170293","CMTM8",155,215,85,161,166,106,99,92
"ENSG00000170296","GABARAP",1598,2345,1144,2090,2096,1402,1029,1105
"ENSG00000170298","LGALS9B",0,0,0,0,1,0,0,0
"ENSG00000170310","STX8",549,792,438,764,939,733,548,549
"ENSG00000170312","CDK1",3053,5612,2409,4537,4377,2970,2832,2624
"ENSG00000170315","UBB",12556,19774,9499,17137,16481,12645,10484,9588
"ENSG00000170322","NFRKB",374,503,268,560,973,601,608,537
"ENSG00000170323","FABP4",0,0,0,0,0,0,0,0
"ENSG00000170324","FRMPD2",0,0,0,0,0,0,2,0
"ENSG00000170325","PRDM10",494,772,336,730,757,487,574,418
"ENSG00000170340","B3GNT2",1978,2970,1309,2759,2144,1444,1847,1563
"ENSG00000170345","FOS",141,228,88,193,146,79,156,92
"ENSG00000170348","TMED10",4115,6964,2682,5694,6000,4060,4465,4068
"ENSG00000170364","SETMAR",34,69,27,58,91,53,45,50
"ENSG00000170365","SMAD1",9,24,12,37,63,38,32,21
"ENSG00000170367","CST5",0,0,0,0,0,0,0,0
"ENSG00000170369","CST2",0,0,0,0,0,0,0,0
"ENSG00000170370","EMX2",1,1,1,2,0,0,0,1
"ENSG00000170373","CST1",2,2,0,2,4,0,2,1
"ENSG00000170374","SP7",0,0,0,1,0,0,0,0
"ENSG00000170379","FAM115C",367,660,269,602,1351,824,914,724
"ENSG00000170381","SEMA3E",0,0,0,0,0,0,0,0
"ENSG00000170382","LRRN2",3,11,6,2,8,7,5,9
"ENSG00000170385","SLC30A1",339,584,242,520,583,370,621,427
"ENSG00000170390","DCLK2",4,0,2,3,2,1,4,1
"ENSG00000170396","ZNF804A",0,0,0,0,0,0,0,0
"ENSG00000170412","GPRC5C",229,450,185,285,181,111,76,68
"ENSG00000170417","TMEM182",28,71,32,65,57,38,41,44
"ENSG00000170419","VSTM2A",0,0,0,0,0,0,0,0
"ENSG00000170421","KRT8",7,27,7,11,17,10,11,6
"ENSG00000170423","KRT78",1,0,0,0,0,0,0,0
"ENSG00000170425","ADORA2B",4,13,4,16,23,11,8,6
"ENSG00000170426","SDR9C7",0,3,3,0,0,2,1,3
"ENSG00000170430","MGMT",286,488,222,397,553,384,207,244
"ENSG00000170439","METTL7B",0,0,0,0,0,0,0,0
"ENSG00000170442","KRT86",17,26,8,25,5,2,4,6
"ENSG00000170445","HARS",1490,2312,1160,2276,2895,2205,1736,1757
"ENSG00000170448","NFXL1",262,575,260,496,526,353,386,353
"ENSG00000170454","KRT75",0,0,0,0,0,0,0,0
"ENSG00000170456","DENND5B",38,70,25,78,125,74,94,83
"ENSG00000170458","CD14",123,173,81,180,214,128,123,103
"ENSG00000170464","DNAJC18",1164,2062,888,1710,1792,1164,1213,1061
"ENSG00000170465","KRT6C",0,0,0,0,0,0,0,0
"ENSG00000170469","SPATA24",49,72,25,49,71,29,36,28
"ENSG00000170471","RALGAPB",1205,1948,866,1780,2756,1625,1980,1514
"ENSG00000170473","WIBG",274,347,219,392,789,523,409,412
"ENSG00000170476","MZB1",73,66,43,73,98,79,76,70
"ENSG00000170477","KRT4",0,0,0,0,1,0,0,0
"ENSG00000170482","SLC23A1",1,1,3,0,1,1,0,1
"ENSG00000170484","KRT74",0,1,0,0,0,1,0,0
"ENSG00000170485","NPAS2",193,278,128,308,373,188,228,193
"ENSG00000170486","KRT72",3,5,3,0,4,2,8,7
"ENSG00000170498","KISS1",0,0,0,0,0,0,0,0
"ENSG00000170500","LONRF2",0,4,1,0,0,1,0,0
"ENSG00000170502","NUDT9",235,350,177,307,421,297,263,262
"ENSG00000170509","HSD17B13",4,4,1,4,5,6,0,5
"ENSG00000170515","PA2G4",4939,7855,3934,7295,8657,6368,4863,4732
"ENSG00000170516","COX7B2",0,0,0,0,0,0,0,0
"ENSG00000170522","ELOVL6",452,538,338,752,1361,851,1184,985
"ENSG00000170523","KRT83",1,1,0,0,0,0,0,0
"ENSG00000170525","PFKFB3",12220,18352,9217,20374,32889,21847,18279,15727
"ENSG00000170537","TMC7",0,1,0,9,6,2,4,1
"ENSG00000170540","ARL6IP1",7690,13361,5179,10302,9612,6721,7895,6470
"ENSG00000170542","SERPINB9",1502,1944,992,2535,2988,1651,1922,1745
"ENSG00000170545","SMAGP",19,31,13,29,30,15,17,18
"ENSG00000170549","IRX1",0,0,0,1,0,2,3,0
"ENSG00000170558","CDH2",1,0,0,1,6,2,6,9
"ENSG00000170561","IRX2",0,0,0,0,0,1,0,1
"ENSG00000170571","EMB",775,1115,538,1081,2529,1781,2732,2070
"ENSG00000170577","SIX2",0,1,0,1,1,0,0,0
"ENSG00000170579","DLGAP1",2,0,1,0,1,2,0,2
"ENSG00000170581","STAT2",1122,1760,817,1942,3654,2258,2441,2324
"ENSG00000170584","NUDCD2",1305,2015,820,1668,1180,780,864,809
"ENSG00000170604","IRF2BP1",257,395,197,429,554,331,331,269
"ENSG00000170605","OR9K2",0,0,0,0,0,0,0,0
"ENSG00000170606","HSPA4",4103,6517,3129,6126,6003,4110,4387,3931
"ENSG00000170608","FOXA3",30,63,31,51,48,36,22,22
"ENSG00000170613","FAM71B",47,85,31,78,47,34,9,19
"ENSG00000170615","SLC26A5",0,0,0,0,0,0,0,0
"ENSG00000170616","SCRT1",0,0,0,0,0,0,0,0
"ENSG00000170619","COMMD5",555,732,402,788,1004,725,592,538
"ENSG00000170624","SGCD",0,1,0,0,1,0,0,0
"ENSG00000170627","GTSF1",135,250,94,168,185,137,107,120
"ENSG00000170631","ZNF16",79,146,70,142,167,112,89,69
"ENSG00000170632","ARMC10",644,1154,389,918,1222,735,787,736
"ENSG00000170633","RNF34",1031,1641,748,1623,2252,1496,1536,1346
"ENSG00000170634","ACYP2",145,236,63,210,260,208,198,213
"ENSG00000170638","TRABD",1782,2400,1216,2503,2945,2047,1519,1475
"ENSG00000170647","TMEM133",0,0,0,0,0,0,0,0
"ENSG00000170653","ATF7",518,661,287,638,1047,642,692,545
"ENSG00000170667","RASA4B",2,8,2,1,5,5,1,2
"ENSG00000170677","SOCS6",108,190,102,192,246,141,254,147
"ENSG00000170681","MURC",6,2,7,1,13,6,11,5
"ENSG00000170683","OR10A3",0,0,0,0,0,0,0,0
"ENSG00000170684","ZNF296",129,227,91,229,178,122,74,80
"ENSG00000170689","HOXB9",43,53,24,34,38,35,27,27
"ENSG00000170703","TTLL6",0,0,0,0,0,0,0,0
"ENSG00000170727","BOP1",56,94,42,80,145,103,78,54
"ENSG00000170734","POLH",576,875,418,823,1261,950,807,770
"ENSG00000170743","SYT9",18,26,18,35,37,24,48,23
"ENSG00000170745","KCNS3",78,103,60,104,152,68,110,63
"ENSG00000170748","RBMXL2",0,0,0,0,3,0,0,0
"ENSG00000170759","KIF5B",4109,6579,3077,5658,7429,5130,6717,5423
"ENSG00000170775","GPR37",0,1,1,1,1,0,5,0
"ENSG00000170776","AKAP13",1996,2504,1459,2443,5533,3350,4359,3124
"ENSG00000170777","TPD52L3",0,0,0,0,0,0,0,0
"ENSG00000170779","CDCA4",1059,1613,826,1549,1906,1271,866,954
"ENSG00000170782","OR10A4",0,0,0,0,0,0,0,0
"ENSG00000170786","SDR16C5",0,0,0,0,0,0,0,0
"ENSG00000170788","DYDC1",0,0,0,0,0,0,0,0
"ENSG00000170790","OR10A2",0,0,0,0,0,0,0,0
"ENSG00000170791","CHCHD7",276,374,180,425,384,308,299,295
"ENSG00000170801","HTRA3",26,24,20,33,77,60,55,38
"ENSG00000170802","FOXN2",741,1344,529,1156,1314,795,1357,1085
"ENSG00000170803","OR2AG1",0,0,0,0,0,0,0,0
"ENSG00000170807","LMOD2",0,0,0,0,0,0,0,0
"ENSG00000170819","BFSP2",0,5,1,5,2,1,0,6
"ENSG00000170820","FSHR",0,0,0,0,0,0,0,0
"ENSG00000170832","USP32",1651,2561,1222,2718,3681,2188,2672,2035
"ENSG00000170835","CEL",6,6,4,19,12,6,11,7
"ENSG00000170836","PPM1D",480,760,306,772,735,488,628,471
"ENSG00000170837","GPR27",0,6,2,6,13,8,5,1
"ENSG00000170848","PSG6",0,0,0,0,0,0,0,0
"ENSG00000170852","KBTBD2",1195,2178,831,2018,2174,1329,1805,1464
"ENSG00000170854","MINA",268,406,177,374,591,399,427,373
"ENSG00000170855","TRIAP1",639,892,420,871,875,587,520,544
"ENSG00000170860","LSM3",1392,2213,873,1842,1514,961,1050,1004
"ENSG00000170866","LILRA3",0,0,0,0,1,0,0,0
"ENSG00000170871","KIAA0232",1019,1693,719,1669,2405,1525,1876,1617
"ENSG00000170873","MTSS1",664,1007,534,1086,1490,1002,1300,948
"ENSG00000170876","TMEM43",1726,2891,1199,2539,3272,2159,2092,1686
"ENSG00000170881","RNF139",951,1370,546,1230,1387,847,1422,1112
"ENSG00000170889","RPS9",19802,29912,13667,23833,16152,10643,7234,8947
"ENSG00000170890","PLA2G1B",2,0,0,0,0,0,1,0
"ENSG00000170891","CYTL1",0,0,1,0,1,0,1,0
"ENSG00000170892","TSEN34",369,485,249,533,745,440,380,328
"ENSG00000170893","TRH",1,1,0,2,2,3,3,2
"ENSG00000170899","GSTA4",103,206,83,184,169,87,71,99
"ENSG00000170903","MSANTD4",554,881,346,810,1124,649,958,763
"ENSG00000170906","NDUFA3",308,485,230,413,529,360,281,303
"ENSG00000170909","OSCAR",35,68,14,34,67,54,55,37
"ENSG00000170915","PAQR8",129,191,86,183,337,229,229,180
"ENSG00000170917","NUDT6",28,77,26,75,84,69,79,68
"ENSG00000170920","OR7G3",0,0,0,0,0,0,0,0
"ENSG00000170921","TANC2",506,716,369,728,1552,770,956,686
"ENSG00000170923","OR7G2",0,0,0,0,0,0,0,0
"ENSG00000170925","TEX13B",0,0,0,0,0,0,0,0
"ENSG00000170927","PKHD1",0,0,0,0,0,0,0,0
"ENSG00000170929","OR1M1",0,0,0,0,0,0,0,0
"ENSG00000170935","NCBP2L",0,0,0,1,0,0,0,0
"ENSG00000170946","DNAJC24",152,214,101,209,303,188,232,214
"ENSG00000170948","MBD3L1",0,0,0,0,0,0,0,0
"ENSG00000170949","ZNF160",631,971,407,847,1429,968,880,808
"ENSG00000170950","PGK2",0,0,0,0,0,0,0,0
"ENSG00000170953","OR8B12",0,0,0,0,0,0,0,0
"ENSG00000170954","ZNF415",22,35,14,33,71,46,44,48
"ENSG00000170955","PRKCDBP",62,95,47,73,136,121,73,67
"ENSG00000170956","CEACAM3",0,0,0,0,0,0,0,0
"ENSG00000170959","DCDC1",1,1,1,0,4,0,0,2
"ENSG00000170961","HAS2",49,79,38,72,118,60,68,48
"ENSG00000170962","PDGFD",1,0,0,0,0,0,0,0
"ENSG00000170965","PLAC1",25,31,22,35,34,29,28,27
"ENSG00000170967","DDI1",0,0,0,0,0,0,0,0
"ENSG00000170989","S1PR1",4083,6365,2952,6210,9715,6441,6900,5589
"ENSG00000171004","HS6ST2",3,3,7,3,9,1,2,7
"ENSG00000171014","OR4D5",0,0,0,0,0,0,0,0
"ENSG00000171016","PYGO1",0,0,0,1,3,0,0,0
"ENSG00000171017","LRRC8E",16,21,4,18,31,19,14,15
"ENSG00000171033","PKIA",768,1047,486,1134,1484,988,1476,1021
"ENSG00000171044","XKR6",39,47,31,54,81,51,49,39
"ENSG00000171045","TSNARE1",28,73,34,61,66,61,45,46
"ENSG00000171049","FPR2",1,0,1,0,1,1,1,0
"ENSG00000171051","FPR1",1,0,0,0,0,0,0,1
"ENSG00000171053","PATE1",0,0,0,0,0,0,0,0
"ENSG00000171054","OR13H1",0,0,0,0,0,0,0,0
"ENSG00000171055","FEZ2",208,298,138,323,363,242,274,266
"ENSG00000171056","SOX7",8,32,4,17,16,27,24,15
"ENSG00000171060","C8orf74",0,0,0,0,0,0,0,0
"ENSG00000171067","C11orf24",213,329,193,356,519,312,225,247
"ENSG00000171094","ALK",3,1,2,2,5,3,1,1
"ENSG00000171097","CCBL1",268,472,259,417,385,235,176,207
"ENSG00000171100","MTM1",369,587,270,557,832,596,661,526
"ENSG00000171102","OBP2B",0,0,0,0,0,0,0,0
"ENSG00000171103","TRMT61B",182,349,118,340,427,306,311,279
"ENSG00000171105","INSR",668,978,485,912,1484,852,745,630
"ENSG00000171109","MFN1",711,1038,536,1090,1343,988,1231,1024
"ENSG00000171115","GIMAP8",203,244,143,324,531,368,402,343
"ENSG00000171116","HSFX1",0,0,0,0,0,0,0,0
"ENSG00000171119","NRTN",97,114,47,100,153,102,87,83
"ENSG00000171121","KCNMB3",2,0,1,2,4,8,7,2
"ENSG00000171124","FUT3",4,10,1,3,0,3,0,0
"ENSG00000171126","KCNG3",7,7,0,2,6,6,8,13
"ENSG00000171129","HSFX2",0,0,0,0,0,1,0,0
"ENSG00000171130","ATP6V0E2",479,618,327,662,1020,596,597,483
"ENSG00000171132","PRKCE",1089,1790,805,1747,2732,1699,1799,1464
"ENSG00000171133","OR2K2",0,0,0,0,0,1,0,1
"ENSG00000171135","JAGN1",415,598,275,530,841,586,497,491
"ENSG00000171136","RLN3",0,0,0,1,0,0,0,0
"ENSG00000171148","TADA3",1267,2118,960,2014,2865,1550,1384,1354
"ENSG00000171150","SOCS5",295,446,191,448,507,293,502,304
"ENSG00000171155","C1GALT1C1",416,577,296,633,865,586,710,621
"ENSG00000171159","C9orf16",717,1092,459,908,1009,663,507,486
"ENSG00000171160","MORN4",63,56,46,67,120,89,59,73
"ENSG00000171161","ZNF672",714,1100,517,1047,1681,1101,850,805
"ENSG00000171163","ZNF692",131,197,90,206,152,118,78,89
"ENSG00000171169","NAIF1",159,286,124,284,278,208,160,166
"ENSG00000171174","RBKS",53,54,23,59,102,82,57,49
"ENSG00000171180","OR2M4",0,0,0,0,0,0,0,0
"ENSG00000171189","GRIK1",0,0,0,0,0,0,0,0
"ENSG00000171195","MUC7",0,0,0,0,0,0,0,0
"ENSG00000171199","PROL1",0,0,0,0,0,0,0,0
"ENSG00000171201","SMR3B",0,0,0,0,0,0,0,0
"ENSG00000171202","TMEM126A",267,472,161,361,307,179,167,150
"ENSG00000171204","TMEM126B",431,661,307,610,766,464,778,648
"ENSG00000171206","TRIM8",529,706,393,797,1184,774,769,698
"ENSG00000171208","NETO2",472,801,315,793,1298,783,952,820
"ENSG00000171209","CSN3",0,0,0,0,0,0,0,0
"ENSG00000171217","CLDN20",0,0,0,0,0,0,0,2
"ENSG00000171219","CDC42BPG",11,8,9,12,19,15,27,4
"ENSG00000171222","SCAND1",323,435,221,460,494,322,220,214
"ENSG00000171223","JUNB",10191,14643,7517,14405,18876,13273,10387,9679
"ENSG00000171224","C10orf35",163,168,114,216,207,143,144,128
"ENSG00000171227","TMEM37",0,1,0,0,0,0,0,0
"ENSG00000171234","UGT2B7",0,0,0,0,0,0,0,0
"ENSG00000171236","LRG1",44,53,43,61,112,79,49,43
"ENSG00000171241","SHCBP1",1079,1996,870,1758,2221,1479,1298,1175
"ENSG00000171243","SOSTDC1",0,0,0,0,0,0,0,0
"ENSG00000171246","NPTX1",303,435,255,540,898,691,548,498
"ENSG00000171262","FAM98B",681,1129,556,984,1468,1023,1337,975
"ENSG00000171282","RP11-1055B8.7",9,9,5,8,18,7,10,8
"ENSG00000171291","ZNF439",46,58,28,95,147,111,115,89
"ENSG00000171295","ZNF440",65,115,59,103,196,140,157,135
"ENSG00000171298","GAA",381,602,265,510,688,391,280,285
"ENSG00000171302","CANT1",1383,2474,1051,2344,3134,2029,1659,1619
"ENSG00000171303","KCNK3",0,0,0,0,0,0,0,0
"ENSG00000171307","ZDHHC16",365,487,270,517,1000,652,569,517
"ENSG00000171310","CHST11",2652,4191,1902,4022,6994,4445,3789,3531
"ENSG00000171311","EXOSC1",720,1027,518,908,915,835,558,544
"ENSG00000171314","PGAM1",14627,22916,10236,21796,27577,17732,13952,13118
"ENSG00000171316","CHD7",1127,1039,805,1198,2688,1658,1979,1637
"ENSG00000171320","ESCO2",203,421,195,362,617,391,494,402
"ENSG00000171345","KRT19",5,0,0,2,0,1,0,0
"ENSG00000171346","KRT15",0,0,1,1,0,0,0,0
"ENSG00000171357","LURAP1",4,4,0,1,3,1,4,5
"ENSG00000171360","KRT38",0,0,0,0,0,0,0,0
"ENSG00000171365","CLCN5",263,418,142,410,479,279,405,286
"ENSG00000171368","TPPP",76,88,49,75,85,74,63,53
"ENSG00000171385","KCND3",0,1,4,4,11,3,3,3
"ENSG00000171388","APLN",3,3,2,5,8,10,1,7
"ENSG00000171396","KRTAP4-4",0,0,0,0,0,0,0,0
"ENSG00000171401","KRT13",0,0,0,1,0,0,0,0
"ENSG00000171402","XAGE3",0,0,0,0,0,0,0,0
"ENSG00000171403","KRT9",0,0,0,0,0,0,0,0
"ENSG00000171405","XAGE5",0,0,0,0,0,0,0,0
"ENSG00000171408","PDE7B",2,3,1,7,10,10,8,2
"ENSG00000171421","MRPL36",373,626,288,622,610,413,319,358
"ENSG00000171425","ZNF581",1025,1552,713,1441,957,559,506,560
"ENSG00000171428","NAT1",72,91,49,68,135,94,117,97
"ENSG00000171431","KRT20",0,0,0,0,0,0,0,0
"ENSG00000171433","GLOD5",0,0,0,0,0,0,0,0
"ENSG00000171435","KSR2",3,0,1,2,1,4,4,2
"ENSG00000171443","ZNF524",259,363,187,356,391,262,162,185
"ENSG00000171444","MCC",21,41,12,28,58,24,32,30
"ENSG00000171446","KRT27",0,0,0,0,0,0,0,0
"ENSG00000171448","ZBTB26",30,84,30,50,84,46,78,53
"ENSG00000171450","CDK5R2",0,1,0,0,4,4,3,1
"ENSG00000171451","DSEL",15,15,7,20,46,24,38,41
"ENSG00000171453","POLR1C",429,633,297,623,616,440,375,393
"ENSG00000171456","ASXL1",3458,4654,2442,4830,6660,4158,4325,3550
"ENSG00000171459","OR1L6",0,0,0,0,0,0,0,0
"ENSG00000171462","DLK2",49,62,33,78,74,39,38,52
"ENSG00000171466","ZNF562",292,492,231,444,641,385,452,377
"ENSG00000171467","ZNF318",309,377,230,333,767,470,501,444
"ENSG00000171469","ZNF561",429,708,287,563,846,580,551,563
"ENSG00000171471","MAP1LC3B2",27,24,8,24,32,16,19,23
"ENSG00000171475","WIPF2",1615,2782,1236,2547,3256,2064,2092,1821
